id,path,transactional,path_length,diagram,useCase
1,FT sales rep->Offers Page->Link offers->Create Offer Page 1,CTRL,4,Create Offer,Create Offer
2,FT sales rep->Offers Page->Link offers->Create Offer Page 1,INT,4,Create Offer,Create Offer
3,FT sales rep->Create offer page 2->Link DC & Geo->Create Geo-fence page,CTRL,4,Create Offer,Create Offer
4,FT sales rep->Create offer page 2->Link DC & Geo->Create Geo-fence page,INT,4,Create Offer,Create Offer
5,FT sales rep->Create offer page 2->Link DC & Geo->Design Coupon Page,CTRL,4,Create Offer,Create Offer
6,FT sales rep->Create offer page 2->Link DC & Geo->Design Coupon Page,INT,4,Create Offer,Create Offer
7,FT sales rep->Create offer page 2->Link DC & Geo->Process->Create offer->Offers database,CTRL,6,Create Offer,Create Offer
8,FT sales rep->Create offer page 2->Link DC & Geo->Process->Create offer->Offers database,DM,6,Create Offer,Create Offer
9,FT sales rep->Create offer page 2->Link DC & Geo->Process->Create offer->Offers database,EI,6,Create Offer,Create Offer
10,FT sales rep->Design Coupon Page->Design coupon->Process->Create offer->Offers database,CTRL,6,Create Offer,Create Offer
11,FT sales rep->Design Coupon Page->Design coupon->Process->Create offer->Offers database,DM,6,Create Offer,Create Offer
12,FT sales rep->Design Coupon Page->Design coupon->Process->Create offer->Offers database,EI,6,Create Offer,Create Offer
