id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,stl#User:"sites" link->User:"sites" link->"sites" link:redirect to a page with the curernt sites list->redirect to a page with the curernt sites list:site information,Delete Site,4,2,1,0,0
2,stl#User:"sites" link->User:"sites" link->"sites" link:redirect to a page with the curernt sites list->redirect to a page with the curernt sites list:site list->site list:delete site from db->delete site from db:site information,Delete Site,6,4,1,0,0
3,stl#User:"sites" link->User:"sites" link->"sites" link:redirect to a page with the curernt sites list->redirect to a page with the curernt sites list:site list->site list:delete site from db->delete site from db:success messsage->success messsage:check existing situation for the new site->check existing situation for the new site:add site information db->add site information db:site information,Delete Site,9,4,4,0,0
4,stl#User:"sites" link->User:"sites" link->"sites" link:redirect to a page with the curernt sites list->redirect to a page with the curernt sites list:site list->site list:delete site from db->delete site from db:success messsage->success messsage:check existing situation for the new site->check existing situation for the new site:add site information db->add site information db:success message,Delete Site,9,4,4,0,0
5,stl#User:"sites" link->User:"sites" link->"sites" link:redirect to a page with the curernt sites list->redirect to a page with the curernt sites list:site list->site list:delete site from db->delete site from db:success messsage->success messsage:check existing situation for the new site->check existing situation for the new site:existing site error message,Delete Site,8,4,2,1,0
6,stl#User:site list->User:site list->site list:delete site from db->delete site from db:site information,Delete Site,4,2,1,0,0
7,stl#User:site list->User:site list->site list:delete site from db->delete site from db:success messsage->success messsage:check existing situation for the new site->check existing situation for the new site:add site information db->add site information db:site information,Delete Site,7,2,4,0,0
8,stl#User:site list->User:site list->site list:delete site from db->delete site from db:success messsage->success messsage:check existing situation for the new site->check existing situation for the new site:add site information db->add site information db:success message,Delete Site,7,2,4,0,0
9,stl#User:site list->User:site list->site list:delete site from db->delete site from db:success messsage->success messsage:check existing situation for the new site->check existing situation for the new site:existing site error message,Delete Site,6,2,2,1,0
10,stl#User:existing site error message->User:existing site error message,Delete Site,2,0,0,1,0
11,stl#User:success messsage->User:success messsage->success messsage:check existing situation for the new site->check existing situation for the new site:add site information db->add site information db:site information,Delete Site,5,0,4,0,0
12,stl#User:success messsage->User:success messsage->success messsage:check existing situation for the new site->check existing situation for the new site:add site information db->add site information db:success message,Delete Site,5,0,4,0,0
13,stl#User:success messsage->User:success messsage->success messsage:check existing situation for the new site->check existing situation for the new site:existing site error message,Delete Site,4,0,2,1,0
14,stl#User:success message->User:success message,Delete Site,2,0,1,0,0
