id,element,useCase,type,component
1,User:Homepage,Send private message,boundary,Message Context
2,User:Send private  page,Send private message,boundary,Send / Receive Message SubComponent
3,Compose the message designate the receiver :Confirmation page,Send private message,control,Collaboration Graph
4,Send private  page:Compose the message designate the receiver ,Send private message,boundary,Send / Receive Message SubComponent
5,Confirmation page:Send private  page,Send private message,boundary,Send / Receive Message SubComponent
6,Confirmation page:Homepage,Send private message,boundary,Message Context
7,stl#User:Homepage,Send private message,Stimulus,undefined
8,stl#User:Send private  page,Send private message,Stimulus,undefined
