id,element,useCase,type,component
1,User:Order history button,View order history,boundary,OrderRepository
2,User:no order history page,View order history,boundary,OrderRepository
3,User:order history list,View order history,boundary,OrderRepository
4,Order history button:retrieve order history,View order history,control,orderentry
5,retrieve order history:no order history page,View order history,boundary,OrderRepository
6,retrieve order history:order,View order history,entity,Order
7,retrieve order history:order history list,View order history,boundary,OrderRepository
8,stl#User:Order history button,View order history,Stimulus,undefined
9,stl#User:no order history page,View order history,Stimulus,undefined
10,stl#User:order history list,View order history,Stimulus,undefined
