id,element,useCase,type,outboundDegree,inboundDegree
1,Business Partner:Coupon Designer,Design Coupon,0,undefined,undefined
2,Upload Image:External Image Service,Design Coupon,0,undefined,undefined
3,Third Party Client:access,Design Coupon,0,undefined,undefined
4,access:Coupon,Design Coupon,0,undefined,undefined
5,Save:Coupon,Design Coupon,0,undefined,undefined
6,Coupon Designer:Edit,Design Coupon,0,undefined,undefined
7,Coupon Designer:Save,Design Coupon,0,undefined,undefined
8,Coupon Designer:Retrieves,Design Coupon,0,undefined,undefined
9,Coupon Designer:Test,Design Coupon,0,undefined,undefined
10,Coupon Designer:Upload Image,Design Coupon,0,undefined,undefined
11,Edit:Coupon Templates,Design Coupon,0,undefined,undefined
12,Retrieves:Error Message,Design Coupon,0,undefined,undefined
13,Offers:Retrieves,Design Coupon,0,undefined,undefined
14,stl#Business Partner:Coupon Designer,Design Coupon,0,undefined,undefined
15,stl#Third Party Client:access,Design Coupon,0,undefined,undefined
