id,element,useCase,type,outboundDegree,inboundDegree
1,Traveler:Main page,Login to tripplanner - iOS,0,undefined,undefined
2,Traveler:Login main page,Login to tripplanner - iOS,0,undefined,undefined
3,Account:Retrieve account info,Login to tripplanner - iOS,0,undefined,undefined
4,Validate/check:Account,Login to tripplanner - iOS,0,undefined,undefined
5,Account:Create an account,Login to tripplanner - iOS,0,undefined,undefined
6,Account:display,Login to tripplanner - iOS,0,undefined,undefined
7,Validate/check:Account,Login to tripplanner - iOS,0,undefined,undefined
8,Account:Display,Login to tripplanner - iOS,0,undefined,undefined
9,Account:Retrieve account info,Login to tripplanner - iOS,0,undefined,undefined
10,Validate/check:Account,Login to tripplanner - iOS,0,undefined,undefined
11,Create account page:Validate/check,Login to tripplanner - iOS,0,undefined,undefined
12,Display:Create account page,Login to tripplanner - iOS,0,undefined,undefined
13,display:Create account page,Login to tripplanner - iOS,0,undefined,undefined
14,Create an account:start auth session,Login to tripplanner - iOS,0,undefined,undefined
15,Display:Login main page,Login to tripplanner - iOS,0,undefined,undefined
16,Display:Login main page,Login to tripplanner - iOS,0,undefined,undefined
17,Main page:Display,Login to tripplanner - iOS,0,undefined,undefined
18,Display:Previous page,Login to tripplanner - iOS,0,undefined,undefined
19,Retrieve account info:Display,Login to tripplanner - iOS,0,undefined,undefined
20,Forget password page:Display,Login to tripplanner - iOS,0,undefined,undefined
21,Login main page:Display,Login to tripplanner - iOS,0,undefined,undefined
22,Email password:display,Login to tripplanner - iOS,0,undefined,undefined
23,Retrieve account info:Email password,Login to tripplanner - iOS,0,undefined,undefined
24,Forget password page:Validate/check,Login to tripplanner - iOS,0,undefined,undefined
25,display:Forget password page,Login to tripplanner - iOS,0,undefined,undefined
26,Login main page:display,Login to tripplanner - iOS,0,undefined,undefined
27,Login main page:Validate/check,Login to tripplanner - iOS,0,undefined,undefined
28,display:Login main page,Login to tripplanner - iOS,0,undefined,undefined
29,display:Previous page,Login to tripplanner - iOS,0,undefined,undefined
30,display:Previous page (any page),Login to tripplanner - iOS,0,undefined,undefined
31,Retrieve account info:Start auth session,Login to tripplanner - iOS,0,undefined,undefined
32,Start auth session:display,Login to tripplanner - iOS,0,undefined,undefined
33,start auth session:display,Login to tripplanner - iOS,0,undefined,undefined
34,stl#Traveler:Main page,Login to tripplanner - iOS,0,undefined,undefined
35,stl#Traveler:Login main page,Login to tripplanner - iOS,0,undefined,undefined
