NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Arch_Diff,SWTI,SWTII,SWTIII
1,Use Case1,3,13,0,11,0,0,0,0,0,0,0,3,0,0,0,3,5.333333333333333,3.923076923076923,4.333333333333333,0,20.92307692307692,10,10,9
2,Use Case2,3,7,0,5,3,1,0,0,0,1,0,1,0,1,2,1,10,1.2857142857142858,7,0,12.857142857142858,15,12,9
3,Use Case3,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2.6666666666666665,0,0,0,0,10,9,7
