"","model1","model2","metric","direction","model1_mean","model2_mean","p_value","BH_p_value","bonferroni_p_value","cohen_d"
"1","neuralnet","lasso","mmre","+",3.10763469111248,3.25306397589056,0.00999900009999,0.00999900009999,1,-0.501531913233891
"2","neuralnet","reg_tree","mmre","-",3.10763469111248,0.818585859897882,0.00999900009999,0.00999900009999,1,12.3312945518551
"3","neuralnet","tm1","mmre","-",3.10763469111248,1.14715661926083,0.00999900009999,0.00999900009999,1,22.07089516587
"4","neuralnet","ucp","mmre","+",3.10763469111248,3.2280081069219,0.00999900009999,0.00999900009999,1,-0.361230323752825
"5","neuralnet","fp","mmre","-",3.10763469111248,1.2874248159796,0.00999900009999,0.00999900009999,1,19.6438903841034
"6","neuralnet","cosmic","mmre","-",3.10763469111248,2.51869067188473,0.00999900009999,0.00999900009999,1,3.04731414448143
"7","neuralnet","sloc","mmre","-",3.10763469111248,2.10116695702338,0.00999900009999,0.00999900009999,1,5.6660348632045
"8","neuralnet","ln_sloc","mmre","-",3.10763469111248,0.732660921116839,0.00999900009999,0.00999900009999,1,25.0005953732391
"9","neuralnet","step_lnr","mmre","+",3.10763469111248,7.8063392897984,0.00999900009999,0.00999900009999,1,-0.964615854771466
"10","lasso","reg_tree","mmre","-",3.25306397589056,0.818585859897882,0.00999900009999,0.00999900009999,1,7.57421574666245
"11","lasso","tm1","mmre","-",3.25306397589056,1.14715661926083,0.00999900009999,0.00999900009999,1,7.60198409404091
"12","lasso","ucp","mmre","-",3.25306397589056,3.2280081069219,0.00999900009999,0.00999900009999,1,0.059074683491679
"13","lasso","fp","mmre","-",3.25306397589056,1.2874248159796,0.00999900009999,0.00999900009999,1,7.06368736797072
"14","lasso","cosmic","mmre","-",3.25306397589056,2.51869067188473,0.00999900009999,0.00999900009999,1,2.25345987257925
"15","lasso","sloc","mmre","-",3.25306397589056,2.10116695702338,0.00999900009999,0.00999900009999,1,3.63529301545455
"16","lasso","ln_sloc","mmre","-",3.25306397589056,0.732660921116839,0.00999900009999,0.00999900009999,1,9.03174554016061
"17","lasso","step_lnr","mmre","+",3.25306397589056,7.8063392897984,0.00999900009999,0.00999900009999,1,-0.933406823565157
"18","reg_tree","tm1","mmre","+",0.818585859897882,1.14715661926083,0.00999900009999,0.00999900009999,1,-1.99533541658721
"19","reg_tree","ucp","mmre","+",0.818585859897882,3.2280081069219,0.00999900009999,0.00999900009999,1,-6.67562415434183
"20","reg_tree","fp","mmre","+",0.818585859897882,1.2874248159796,0.00999900009999,0.00999900009999,1,-2.81131077649658
"21","reg_tree","cosmic","mmre","+",0.818585859897882,2.51869067188473,0.00999900009999,0.00999900009999,1,-7.1474709422428
"22","reg_tree","sloc","mmre","+",0.818585859897882,2.10116695702338,0.00999900009999,0.00999900009999,1,-5.69171355465845
"23","reg_tree","ln_sloc","mmre","-",0.818585859897882,0.732660921116839,0.00999900009999,0.00999900009999,1,0.511220150020535
"24","reg_tree","step_lnr","mmre","+",0.818585859897882,7.8063392897984,0.00999900009999,0.00999900009999,1,-1.43396299864843
"25","tm1","ucp","mmre","+",1.14715661926083,3.2280081069219,0.00999900009999,0.00999900009999,1,-6.46173534323179
"26","tm1","fp","mmre","+",1.14715661926083,1.2874248159796,0.00999900009999,0.00999900009999,1,-3.97733890656388
"27","tm1","cosmic","mmre","+",1.14715661926083,2.51869067188473,0.00999900009999,0.00999900009999,1,-7.91726455777616
"28","tm1","sloc","mmre","+",1.14715661926083,2.10116695702338,0.00999900009999,0.00999900009999,1,-6.13123637380445
"29","tm1","ln_sloc","mmre","-",1.14715661926083,0.732660921116839,0.00999900009999,0.00999900009999,1,10.1061058030929
"30","tm1","step_lnr","mmre","+",1.14715661926083,7.8063392897984,0.00999900009999,0.00999900009999,1,-1.36730180323918
"31","ucp","fp","mmre","-",3.2280081069219,1.2874248159796,0.00999900009999,0.00999900009999,1,6.00604004593012
"32","ucp","cosmic","mmre","-",3.2280081069219,2.51869067188473,0.00999900009999,0.00999900009999,1,1.94378734928607
"33","ucp","sloc","mmre","-",3.2280081069219,2.10116695702338,0.00999900009999,0.00999900009999,1,3.15746930953525
"34","ucp","ln_sloc","mmre","-",3.2280081069219,0.732660921116839,0.00999900009999,0.00999900009999,1,7.70684963308447
"35","ucp","step_lnr","mmre","+",3.2280081069219,7.8063392897984,0.00999900009999,0.00999900009999,1,-0.938011968267964
"36","fp","cosmic","mmre","+",1.2874248159796,2.51869067188473,0.00999900009999,0.00999900009999,1,-7.02656488591179
