id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:View data  page->User:View data  page->View data  page:Choose data->Choose data:Confirmation page ->Confirmation page :View data  page->View data  page:Choose data,View Data,TRAN_NA,6,2,2.6,5,15.600000000000001
2,stl#User:View data  page->User:View data  page->View data  page:Choose data->Choose data:Confirmation page ->Confirmation page :Homepage,View Data,TRAN_NA,5,2,2.75,4,13.75
3,stl#User:Homepage->User:Homepage,View Data,CTRL;EXTCLL;INT,2,0,4,1,8
