id,transaction,useCase,transactional,TL, DETs, TD, Arch_Diff
1,stl#User:unauthorized error message->User:unauthorized error message,Create high-level user,CTRL,2,0,2,4
2,stl#User:create user information page->User:create user information page->create user information page:validate input information->validate input information:insert user info->insert user info:User,Create high-level user,TRAN_NA,5,0,2.5,12.5
3,stl#User:create user information page->User:create user information page->create user information page:validate input information->validate input information:information invalid message,Create high-level user,TRAN_NA,4,0,2.6666666666666665,10.666666666666666
4,stl#User:information invalid message->User:information invalid message,Create high-level user,CTRL,2,0,2,4
5,stl#User:information invalid message->User:information invalid message,Create high-level user,EXTCLL,2,0,2,4
6,stl#User:information invalid message->User:information invalid message,Create high-level user,INT,2,0,2,4
7,stl#User:User Management Button->User:User Management Button->User Management Button:validate role of user->validate role of user:user management page->user management page:create user information page->create user information page:create user information page->create user information page:validate input information->validate input information:insert user info->insert user info:User,Create high-level user,TRAN_NA,9,0,2.625,23.625
8,stl#User:User Management Button->User:User Management Button->User Management Button:validate role of user->validate role of user:user management page->user management page:create user information page->create user information page:create user information page->create user information page:validate input information->validate input information:information invalid message,Create high-level user,TRAN_NA,8,0,2.7142857142857144,21.714285714285715
9,stl#User:User Management Button->User:User Management Button->User Management Button:validate role of user->validate role of user:unauthorized error message,Create high-level user,TRAN_NA,4,0,2,8
10,stl#User:User Management Button->User:User Management Button->User Management Button:validate role of user->validate role of user:role,Create high-level user,TRAN_NA,4,0,1.6666666666666667,6.666666666666667
11,stl#User:user management page->User:user management page->user management page:create user information page->create user information page:create user information page->create user information page:validate input information->validate input information:insert user info->insert user info:User,Create high-level user,TRAN_NA,7,0,2.8333333333333335,19.833333333333336
12,stl#User:user management page->User:user management page->user management page:create user information page->create user information page:create user information page->create user information page:validate input information->validate input information:information invalid message,Create high-level user,TRAN_NA,6,0,3,18
