id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Partner,actor,0,1,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard,
2,Email the partner,control,1,2,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard,
3,Display partner account with errors,control,1,0,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard,
4,Suspend a partner account,control,2,1,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard,
5,Suspend failed page,boundary,0,3,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard,
6,Suspend succeed page,boundary,0,3,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard,
7,Partner Info,entity,0,2,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard,
8,Change account state,control,5,2,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard,
9,Administrator,actor,3,0,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard,
10,Page of Partner Account can be suspended,boundary,3,3,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard,
