id,element,useCase,type,outboundDegree,inboundDegree
1,User:Originating page,View stored coupons - Android,0,undefined,undefined
2,Remove coupon:Coupons,View stored coupons - Android,0,undefined,undefined
3,Get coupons list:Coupons,View stored coupons - Android,0,undefined,undefined
4,Verify coupon:Coupons,View stored coupons - Android,0,undefined,undefined
5,Create a category:Show coupons,View stored coupons - Android,0,undefined,undefined
6,Get coupons list:Create a category,View stored coupons - Android,0,undefined,undefined
7,Dispute:Show details,View stored coupons - Android,0,undefined,undefined
8,Get coupons list:Random coupoon pool,View stored coupons - Android,0,undefined,undefined
9,Get coupons list:Show coupons,View stored coupons - Android,0,undefined,undefined
10,Originating page:Get coupons list,View stored coupons - Android,0,undefined,undefined
11,Show details:Redeem coupon,View stored coupons - Android,0,undefined,undefined
12,Remove coupon:Show details,View stored coupons - Android,0,undefined,undefined
13,Show coupons:Verify coupon,View stored coupons - Android,0,undefined,undefined
14,Verify coupon:Show details,View stored coupons - Android,0,undefined,undefined
15,stl#User:Originating page,View stored coupons - Android,0,undefined,undefined
