id,element,useCase,type,component
1,User:Sorting options,Sort Pictures,control,Optionstopost
2,User:Sorted List of Pictures,Sort Pictures,control,Picture
3,User:Filter Icon,Sort Pictures,boundary,Hashtagicon
4,User:Sorting options,Sort Pictures,control,Optionstopost
5,Display sorting options:Sorting options,Sort Pictures,control,Optionstopost
6,Display sorting options:Sorting options,Sort Pictures,control,Optionstopost
7,Filter Icon:Display sorting options,Sort Pictures,control,Optionstopost
8,sort the picture:Sorted List of Pictures,Sort Pictures,control,Picture
9,Sorting options:sort the picture,Sort Pictures,control,Picture
10,stl#User:Sorting options,Sort Pictures,Stimulus,undefined
11,stl#User:Sorted List of Pictures,Sort Pictures,Stimulus,undefined
12,stl#User:Filter Icon,Sort Pictures,Stimulus,undefined
13,stl#User:Sorting options,Sort Pictures,Stimulus,undefined
