NUM, UC, total_links, actor_num, boundary_num, control_num, entity_num, element_num, DM, INT, CTRL, EXTIVK, EXTCLL, TRAN_NA, NT, EI, EO, EQ, FUNC_NA, FN, average_degree,average_path_length,ArchDiff,PathNum
1,Signup,21,2,7,5,1,15,11,3,14,0,0,0,14,3,0,0,0,0,1.4,4.571428571428571,6.3999999999999995,14
2,Login,13,1,5,2,2,10,4,2,6,0,0,0,6,2,0,0,0,0,1.3,4,5.2,6
3,Edit Profile,6,1,2,2,1,6,1,1,2,0,0,0,2,1,0,0,0,0,1,4.5,4.5,2
4,Approve Signup,10,1,2,3,2,8,1,3,4,0,0,0,4,3,0,0,0,0,1.25,4,5,4
5,Create New Project,11,1,4,2,2,9,3,2,5,0,0,0,5,2,0,0,0,0,1.2222222222222223,4,4.888888888888889,5
6,Accept/Reject Comment,15,1,3,5,3,12,1,6,7,0,0,0,7,6,0,0,0,0,1.25,4.285714285714286,5.357142857142857,7
7,View Pending Tasks,10,1,3,2,2,8,2,3,5,0,0,0,5,3,0,0,0,0,1.25,4,5,5
8,Change Project,12,1,4,3,1,9,3,2,5,0,0,0,5,2,0,0,0,0,1.3333333333333333,4,5.333333333333333,5
9,Publish Meeting,12,1,3,3,2,9,2,4,6,0,0,0,6,4,0,0,0,0,1.3333333333333333,4.166666666666667,5.555555555555555,6
10,Create meeting,11,1,3,3,3,10,2,3,5,0,0,0,5,3,0,0,0,0,1.1,4.2,4.620000000000001,5
11,Generate log,10,1,3,2,2,8,2,3,5,0,0,0,5,3,0,0,0,0,1.25,4,5,5
12,Edit meeting,10,1,3,3,2,9,2,2,4,0,0,0,4,2,0,0,0,0,1.1111111111111112,4.25,4.722222222222222,4
13,Edit project,10,1,3,3,2,9,2,2,4,0,0,0,4,2,0,0,0,0,1.1111111111111112,4.25,4.722222222222222,4
14,View meeting,7,1,3,1,1,6,2,1,3,0,0,0,3,1,0,0,0,0,1.1666666666666667,4,4.666666666666667,3
15,View assigned tasks,7,1,3,1,1,6,2,1,3,0,0,0,3,1,0,0,0,0,1.1666666666666667,4,4.666666666666667,3
16,Submit comments to assigned task,9,1,3,2,2,8,2,2,4,0,0,0,4,2,0,0,0,0,1.125,4,4.5,4
17,View Status of Submitted Comment,7,1,3,1,1,6,2,1,3,0,0,0,3,1,0,0,0,0,1.1666666666666667,4,4.666666666666667,3
18,Send notification,10,2,2,4,3,11,0,4,4,0,0,0,4,4,0,0,0,0,0.9090909090909091,4.5,4.090909090909091,4
