id, element_name, attribute_num,operation_num
EAID_AF5891D1_E9A2_4f4a_9BA4_E4B73F5DBA36,Domain Model,0,0,0
EAID_BE4993E9_764C_48d3_958D_3762550023BC,Domain Objects,0,0,6
