id,path,transactional,path_length,diagram,useCase
1,User->Login Page->open sign up page->sign up page,CTRL,4,Signup,Signup
2,User->Login Page->open sign up page->sign up page,INT,4,Signup,Signup
3,User->sign up page->save user info for admin->User info already created,CTRL,4,Signup,Signup
4,User->sign up page->save user info for admin->User info already created,INT,4,Signup,Signup
5,User->sign up page->save user info for admin->user info,CTRL,4,Signup,Signup
6,User->sign up page->save user info for admin->user info,DM,4,Signup,Signup
7,User->sign up page->save user info for admin->user info,EI,4,Signup,Signup
8,User->sign up page->save user info for admin->Display error message->Invalid information,CTRL,5,Signup,Signup
9,User->sign up page->save user info for admin->Display error message->Invalid information,INT,5,Signup,Signup
10,User->sign up page->save user info for admin->View user registration info,CTRL,4,Signup,Signup
11,User->sign up page->save user info for admin->View user registration info,INT,4,Signup,Signup
12,User->sign up page->save user info for admin->Notification of unsuccessful registration,CTRL,4,Signup,Signup
13,User->sign up page->save user info for admin->Notification of unsuccessful registration,INT,4,Signup,Signup
14,User->sign up page->save user info for admin->notification of successful registration,CTRL,4,Signup,Signup
15,User->sign up page->save user info for admin->notification of successful registration,INT,4,Signup,Signup
16,User->sign up page->select admin option->save user info for admin->User info already created,CTRL,5,Signup,Signup
17,User->sign up page->select admin option->save user info for admin->User info already created,INT,5,Signup,Signup
18,User->sign up page->select admin option->save user info for admin->user info,CTRL,5,Signup,Signup
19,User->sign up page->select admin option->save user info for admin->user info,DM,5,Signup,Signup
20,User->sign up page->select admin option->save user info for admin->user info,EI,5,Signup,Signup
21,User->sign up page->select admin option->save user info for admin->Display error message->Invalid information,CTRL,6,Signup,Signup
22,User->sign up page->select admin option->save user info for admin->Display error message->Invalid information,INT,6,Signup,Signup
23,User->sign up page->select admin option->save user info for admin->View user registration info,CTRL,5,Signup,Signup
24,User->sign up page->select admin option->save user info for admin->View user registration info,INT,5,Signup,Signup
25,User->sign up page->select admin option->save user info for admin->Notification of unsuccessful registration,CTRL,5,Signup,Signup
26,User->sign up page->select admin option->save user info for admin->Notification of unsuccessful registration,INT,5,Signup,Signup
27,User->sign up page->select admin option->save user info for admin->notification of successful registration,CTRL,5,Signup,Signup
28,User->sign up page->select admin option->save user info for admin->notification of successful registration,INT,5,Signup,Signup
29,Admin->View user registration info->approve user registration->user info,CTRL,4,Signup,Signup
30,Admin->View user registration info->approve user registration->user info,DM,4,Signup,Signup
31,Admin->View user registration info->approve user registration->user info,EI,4,Signup,Signup
32,User->Select project page->retrieve project information->project info,CTRL,4,Login,Login
33,User->Select project page->retrieve project information->project info,DM,4,Login,Login
34,User->Select project page->retrieve project information->project info,EI,4,Login,Login
35,User->Select project page->retrieve project information->Administrator dashboard,CTRL,4,Login,Login
36,User->Select project page->retrieve project information->Administrator dashboard,INT,4,Login,Login
37,User->Login page->verify login information->Login Error Page,CTRL,4,Login,Login
38,User->Login page->verify login information->Login Error Page,INT,4,Login,Login
39,User->Login page->verify login information->Select project page,CTRL,4,Login,Login
40,User->Login page->verify login information->Select project page,INT,4,Login,Login
