id,element,useCase,type,component
1,Actor:delete expired location photos automatically,Automatic deletion,control,canceldeletion
2,Actor:delete photos related to expired events automatically,Automatic deletion,control,canceldeletion
3,Actor:Delete expired events automatically,Automatic deletion,control,canceldeletion
4,Delete expired events automatically:event,Automatic deletion,boundary,event
5,User:Delete expired events automatically,Automatic deletion,control,canceldeletion
6,delete expired location photos automatically:photo,Automatic deletion,boundary,photolist
7,User:delete expired location photos automatically,Automatic deletion,control,canceldeletion
8,delete photos related to expired events automatically:photo,Automatic deletion,boundary,photolist
9,User:delete photos related to expired events automatically,Automatic deletion,control,canceldeletion
10,stl#Actor:delete expired location photos automatically,Automatic deletion,Stimulus,undefined
11,stl#Actor:delete photos related to expired events automatically,Automatic deletion,Stimulus,undefined
12,stl#Actor:Delete expired events automatically,Automatic deletion,Stimulus,undefined
13,stl#User:Delete expired events automatically,Automatic deletion,Stimulus,undefined
14,stl#User:delete expired location photos automatically,Automatic deletion,Stimulus,undefined
15,stl#User:delete photos related to expired events automatically,Automatic deletion,Stimulus,undefined
