id,path,transactional,path_length,diagram,useCase
1,Actor->dropdown settings menu->query projects->Project,CTRL,4,Change Project,Change Project
2,Actor->dropdown settings menu->query projects->Project,DM,4,Change Project,Change Project
3,Actor->dropdown settings menu->query projects->Project,EI,4,Change Project,Change Project
4,Actor->dropdown settings menu->query projects->Projects list screen,CTRL,4,Change Project,Change Project
5,Actor->dropdown settings menu->query projects->Projects list screen,INT,4,Change Project,Change Project
6,Actor->Projects list screen->Query project detail->Project detail,CTRL,4,Change Project,Change Project
7,Actor->Projects list screen->Query project detail->Project detail,INT,4,Change Project,Change Project
8,Actor->Projects list screen->Query project detail->Project,CTRL,4,Change Project,Change Project
9,Actor->Projects list screen->Query project detail->Project,DM,4,Change Project,Change Project
10,Actor->Projects list screen->Query project detail->Project,EI,4,Change Project,Change Project
11,Actor->Selecting settings button->Display dropdown settings menu->dropdown settings menu,CTRL,4,Change Project,Change Project
12,Actor->Selecting settings button->Display dropdown settings menu->dropdown settings menu,INT,4,Change Project,Change Project
