id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Project detail,boundary,0,2,Change Project,Change Project,
2,Query project detail,control,2,1,Change Project,Change Project,
3,Projects list screen,boundary,1,2,Change Project,Change Project,
4,Project,entity,0,2,Change Project,Change Project,
5,query projects,control,2,1,Change Project,Change Project,
6,dropdown settings menu,boundary,1,2,Change Project,Change Project,
7,Display dropdown settings menu,control,1,1,Change Project,Change Project,
8,Selecting settings button,boundary,1,1,Change Project,Change Project,
9,Actor,actor,4,0,Change Project,Change Project,
