id,element,useCase,type,component
1,User:average value in the sphere,view data averages,entity,SphereModel
2,User:answers list page,view data averages,boundary,AnswerView
3,User:list of sphere data,view data averages,entity,SphereModel
4,User:success message,view data averages,control,Displaysuccessmessagetouser
5,answers list page:display sphere data for each user,view data averages,control,CreateSphereView
6,display values to user:average value in the sphere,view data averages,entity,SphereModel
7,compute average of a given subset of user:display values to user,view data averages,control,Displaysuccessmessagetouser
8,list of sphere data:compute average of a given subset of user,view data averages,control,Displaysuccessmessagetouser
9,compute average of all users in sphere:display values to user,view data averages,control,Displaysuccessmessagetouser
10,list of sphere data:compute average of all users in sphere,view data averages,control,CreateSphereView
11,display sphere data for each user:list of sphere data,view data averages,entity,SphereModel
12,display sphere data for each user:sphere,view data averages,entity,SphereModel
13,stl#User:average value in the sphere,view data averages,Stimulus,undefined
14,stl#User:answers list page,view data averages,Stimulus,undefined
15,stl#User:list of sphere data,view data averages,Stimulus,undefined
16,stl#User:success message,view data averages,Stimulus,undefined
