id,element,NOCH,DIT,CBO,NUMS,NCI,NCIF
1,Contacts information profile,0,0,0,0,0,0
2,Contacts list file,0,0,0,0,0,0
3,Donation information Profile,0,0,0,0,0,0
4,Project Profile,0,0,0,0,0,0
5,Staff Profile,0,0,0,0,0,0
6,backup file,0,0,0,0,0,0
7,mass mailing template,0,0,0,0,0,0
8,User,0,0,0,0,0,0
9,Clicksubmit,0,0,0,0,0,0
10,Homepage,0,0,0,0,0,0
11,Retypenew�Cpassword,0,0,0,0,0,0
12,editworkerfromSalesforce,0,0,0,0,0,0
