id,path,transactional,path_length,diagram,useCase
1,User->add image for switch page->save image in db->Error message when saving image,CTRL,4,Add image  for switch,Add image for switch
2,User->add image for switch page->save image in db->Error message when saving image,INT,4,Add image  for switch,Add image for switch
3,User->add image for switch page->save image in db->Image,CTRL,4,Add image  for switch,Add image for switch
4,User->add image for switch page->save image in db->Image,DM,4,Add image  for switch,Add image for switch
5,User->add image for switch page->save image in db->Image,EI,4,Add image  for switch,Add image for switch
6,User->list of gateway->popup gateway name edit page->gateway name edit page,CTRL,4,Assign gateways names,Assign gateways names
7,User->list of gateway->popup gateway name edit page->gateway name edit page,INT,4,Assign gateways names,Assign gateways names
8,User->list of gateway->popup gateway name edit page->gateway,CTRL,4,Assign gateways names,Assign gateways names
9,User->list of gateway->popup gateway name edit page->gateway,DM,4,Assign gateways names,Assign gateways names
10,User->list of gateway->popup gateway name edit page->gateway,EI,4,Assign gateways names,Assign gateways names
11,User->gateway name edit page->save gateway name to DB->gateway,CTRL,4,Assign gateways names,Assign gateways names
12,User->gateway name edit page->save gateway name to DB->gateway,DM,4,Assign gateways names,Assign gateways names
13,User->gateway name edit page->save gateway name to DB->gateway,EI,4,Assign gateways names,Assign gateways names
14,User->gateway name edit page->save gateway name to DB->display error message->Error message when saving name,CTRL,5,Assign gateways names,Assign gateways names
15,User->gateway name edit page->save gateway name to DB->display error message->Error message when saving name,INT,5,Assign gateways names,Assign gateways names
16,User->delete gateway confirm dialog->delete gateway from db->Display error message when deleting,TRAN_NA,4,Delete gateway,Delete gateway
17,User->delete gateway confirm dialog->delete gateway from db->gateways,CTRL,4,Delete gateway,Delete gateway
18,User->delete gateway confirm dialog->delete gateway from db->gateways,DM,4,Delete gateway,Delete gateway
19,User->delete gateway confirm dialog->delete gateway from db->gateways,EI,4,Delete gateway,Delete gateway
20,User->Error when deleting gateway->Display error message when deleting,TRAN_NA,3,Delete gateway,Delete gateway
21,User->List of gateways->delete confirm dialog->delete gateway confirm dialog,CTRL,4,Delete gateway,Delete gateway
22,User->List of gateways->delete confirm dialog->delete gateway confirm dialog,INT,4,Delete gateway,Delete gateway
23,User->List of gateways->delete confirm dialog->gateways,CTRL,4,Delete gateway,Delete gateway
24,User->List of gateways->delete confirm dialog->gateways,DM,4,Delete gateway,Delete gateway
25,User->List of gateways->delete confirm dialog->gateways,EI,4,Delete gateway,Delete gateway
26,User->switch detail page->update switch status->Switch,CTRL,4,Swith on/off switches,Swith on/off switches
27,User->switch detail page->update switch status->Switch,DM,4,Swith on/off switches,Swith on/off switches
28,User->switch detail page->update switch status->Switch,EI,4,Swith on/off switches,Swith on/off switches
29,User->switch detail page->update switch status->Error message when updating switchs->Error message of updating,CTRL,5,Swith on/off switches,Swith on/off switches
30,User->switch detail page->update switch status->Error message when updating switchs->Error message of updating,INT,5,Swith on/off switches,Swith on/off switches
31,User->List of switches->update list of switch->Switch,CTRL,4,Swith on/off switches,Swith on/off switches
32,User->List of switches->update list of switch->Switch,DM,4,Swith on/off switches,Swith on/off switches
33,User->List of switches->update list of switch->Switch,EI,4,Swith on/off switches,Swith on/off switches
34,User->List of switches->update list of switch->switch detail page,CTRL,4,Swith on/off switches,Swith on/off switches
35,User->List of switches->update list of switch->switch detail page,INT,4,Swith on/off switches,Swith on/off switches
36,User->list of switch->add switch to favoriate->Favoriate,CTRL,4,Add favorite screen,Add favorite screen
37,User->list of switch->add switch to favoriate->Favoriate,DM,4,Add favorite screen,Add favorite screen
38,User->list of switch->add switch to favoriate->Favoriate,EI,4,Add favorite screen,Add favorite screen
39,User->list of switch->add switch to favoriate->Display error message when adding to favorite->Error message when updating,CTRL,5,Add favorite screen,Add favorite screen
40,User->list of switch->add switch to favoriate->Display error message when adding to favorite->Error message when updating,INT,5,Add favorite screen,Add favorite screen
41,User->Add favorite screen->query list of switchs->list of switch,CTRL,4,Add favorite screen,Add favorite screen
42,User->Add favorite screen->query list of switchs->list of switch,INT,4,Add favorite screen,Add favorite screen
43,User->Add favorite screen->query list of switchs->Switch,CTRL,4,Add favorite screen,Add favorite screen
44,User->Add favorite screen->query list of switchs->Switch,DM,4,Add favorite screen,Add favorite screen
45,User->Add favorite screen->query list of switchs->Switch,EI,4,Add favorite screen,Add favorite screen
