id,element,NOCH,DIT,CBO,NUMS,NCI,NCIF
1,Bride,1,2,138,0,2,0
2,Couple,1,1,2,0,1,2
3,Draggable,0,0,0,0,0,0
4,Event,0,0,135,0,0,0
5,Groom,1,2,3,0,2,0
6,Guest,1,1,2,0,1,0
7,User,0,0,0,0,0,4
8,UserSpecificContent,0,0,0,0,0,0
9,$help://actor.htm,0,0,0,0,0,0
10,$help://usecasediagram.htm,0,0,0,0,0,0
11,$help://use_case_model_pattern.htm,0,0,0,0,0,0
12,System Boundary,0,0,0,0,0,0
13,weddingwebsiteisdisplayed,0,0,0,0,0,0
14,successmessage,0,0,0,0,0,0
15,invitationlink,0,0,0,0,0,0
