id,element,useCase,type,component
1,display neighbourhood page:404 or 500 page,Visit Neighborhood Page,boundary,Neighbourhoodpage
2,Visitor:404 or 500 page,Visit Neighborhood Page,boundary,Neighbourhoodpage
3,display neighbourhood page:Neighbourhood page,Visit Neighborhood Page,boundary,Neighbourhoodpage
4,Visitor:Neighbourhood page,Visit Neighborhood Page,boundary,Neighbourhoodpage
5,Neighbourhoods button:display dropdown list of neighbourhoods,Visit Neighborhood Page,boundary,Neighbourhoodpage
6,Visitor:Neighbourhoods button,Visit Neighborhood Page,boundary,Neighbourhoodpage
7,display dropdown list of neighbourhoods:dropdown list of neighbourhoods,Visit Neighborhood Page,boundary,Neighbourhoodpage
8,read galery from plugin.:display neighbourhood page,Visit Neighborhood Page,boundary,Neighbourhoodpage
9,dropdown list of neighbourhoods:read galery from plugin.,Visit Neighborhood Page,control,Gallery
10,Visitor:dropdown list of neighbourhoods,Visit Neighborhood Page,boundary,Neighbourhoodpage
11,stl#Visitor:404 or 500 page,Visit Neighborhood Page,Stimulus,undefined
12,stl#Visitor:Neighbourhood page,Visit Neighborhood Page,Stimulus,undefined
13,stl#Visitor:Neighbourhoods button,Visit Neighborhood Page,Stimulus,undefined
14,stl#Visitor:dropdown list of neighbourhoods,Visit Neighborhood Page,Stimulus,undefined
