id,element,useCase,type,component
1,User:Comment link,Comment on a post,boundary,Comment
2,User:commenting box,Comment on a post,boundary,Comment
3,User:No comments available on update,Comment on a post,control,Recommendation Letter
4,User: comment list,Comment on a post,boundary,Comment
5, comment list:display commenting box,Comment on a post,boundary,Comment
6,order comments: comment list,Comment on a post,boundary,Comment
7,Comment link:query comments based on update,Comment on a post,control,Recommendation Letter
8,Save comments:Invitation,Comment on a post,entity,Invitation
9,query comments based on update:No comments available on update,Comment on a post,control,Recommendation Letter
10,Save comments:query comments based on update,Comment on a post,control,Recommendation Letter
11,Save comments:comments,Comment on a post,boundary,Comment
12,commenting box:Save comments,Comment on a post,boundary,Comment
13,display commenting box:commenting box,Comment on a post,boundary,Comment
14,query comments based on update:comments,Comment on a post,boundary,Comment
15,query comments based on update:order comments,Comment on a post,boundary,Comment
16,stl#User:Comment link,Comment on a post,Stimulus,undefined
17,stl#User:commenting box,Comment on a post,Stimulus,undefined
18,stl#User:No comments available on update,Comment on a post,Stimulus,undefined
19,stl#User: comment list,Comment on a post,Stimulus,undefined
