id, element_name, attribute_num,operation_num
EAID_631B91BB_638D_4cb4_93D9_04DF3848392B,Domain Model,0,0,0
EAID_FC3E4960_802A_4d63_9609_275F00B510E0,Domain Objects,0,0,10
