id,path,functional,transactional,path_length, boundary_num, control_num, entity_num, actor_num, utw, diagram,useCase
1,User->login page->query user info->user info,EI,CTRL|DM|EI,4,1,1,1,1,1,Login,Login
2,User->login page->query user info->main page,EQ,CTRL|INT,4,2,1,0,1,4,Login,Login
3,User->login page->query user info->login information invalid box,EQ,CTRL|INT,4,2,1,0,1,4,Login,Login
4,User->Logout button->Clear cache data->display a logout message->message box,EQ,CTRL|INT,5,2,2,0,1,5,Logout,Logout
5,User->Logout button->Clear cache data->display a logout message->Logout error message,EQ,CTRL|INT,5,2,2,0,1,5,Logout,Logout
6,buyer->registration page->verify user info->add user info->user info,EI,CTRL|DM|EI,5,1,2,1,1,1,Submit buyer registration,Submit buyer registration
7,buyer->registration page->verify user info->add user info->main page,EI,CTRL|DM|EI,5,1,2,1,1,2,Submit buyer registration,Submit buyer registration
8,buyer->registration page->verify user info->invalid info message,EQ,CTRL|INT,4,2,1,0,1,4,Submit buyer registration,Submit buyer registration
9,vendor->registration page->verify user info->invalid info message,EQ,CTRL|INT,4,2,1,0,1,4,Submit vendor registration,Submit vendor registration
10,vendor->registration page->verify user info->add user info->user info,EI,CTRL|DM|EI,5,1,2,1,1,1,Submit vendor registration,Submit vendor registration
11,vendor->registration page->verify user info->add user info->main page,EI,CTRL|DM|EI,5,1,2,1,1,2,Submit vendor registration,Submit vendor registration
12,User->add to cart button->adding product in buying list->buying list,EI,CTRL|DM|EI,4,1,1,1,1,1,Add item to cart,Add item to cart
13,Buyer->payment info page->finish payment->third party payment,FUNC_NA,CTRL|EXTIVK,4,1,1,0,2,2,Check out,Check out
14,Buyer->payment method page->redirect to third party payment page->payment info page,EQ,CTRL|INT,4,2,1,0,1,5,Check out,Check out
15,third party payment->receive receipt->generate orders->order detail,FUNC_NA,CTRL|EXTCLL|INT,4,1,2,0,1,2,Check out,Check out
16,third party payment->receive receipt->generate orders->order,FUNC_NA,CTRL|EXTCLL|DM|EI,4,0,2,1,1,1,Check out,Check out
17,third party payment->receive receipt->generate orders->clear cart item->cart item,FUNC_NA,CTRL|EXTCLL|DM|EI,5,0,3,1,1,2,Check out,Check out
18,User->Item quantity field in cart->redirect to cart page->notify user->user info,EI,CTRL|DM|EI,5,1,2,1,1,2,Edit cart,Edit cart
19,User->Item quantity field in cart->redirect to cart page->notify user->user info,EI,CTRL|DM|EI,5,1,2,1,1,2,Delete item in cart,Delete item in cart
20,Vendor->product edit page->update product information->product,EI,CTRL|DM|EI,4,1,1,1,1,1,Edit product,Edit product
21,Vendor->product edit page->update product information->display invalid information->invalid information error,EQ,CTRL|INT,5,2,2,0,1,5,Edit product,Edit product
22,Vendor->product edit page->update product information->redirect vendor when back button clicked->change unsaved dialog,EQ,CTRL|INT,5,2,2,0,1,5,Edit product,Edit product
23,Vendor->edit button for specific product->redirect to product edit page->product edit page,EQ,CTRL|INT,4,2,1,0,1,4,Edit product,Edit product
24,Vendor->product create page->update product->invalid information error,EQ,CTRL|INT,4,2,1,0,1,5,Create product,Create product
25,Vendor->product create page->update product->display "create success" dialog,EQ,CTRL|INT,4,2,1,0,1,5,Create product,Create product
26,Vendor->product create page->update product->product,EI,CTRL|DM|EI,4,1,1,1,1,1,Create product,Create product
27,Vendor->product create page->update product->change unsaved dialog,EQ,CTRL|INT,4,2,1,0,1,5,Create product,Create product
28,Vendor->Create product button->redirect vendor->product create page,EQ,CTRL|INT,4,2,1,0,1,4,Create product,Create product
29,Vendor->Confirm dialog->delete product->delete failed dialog,EQ,CTRL|INT,4,2,1,0,1,5,Delete product,Delete product
30,Vendor->Confirm dialog->delete product->delete success message,EQ,CTRL|INT,4,2,1,0,1,5,Delete product,Delete product
31,Vendor->Confirm dialog->delete product->product,EI,CTRL|DM|EI,4,1,1,1,1,1,Delete product,Delete product
32,Vendor->delete product button->open confirm dialog->Confirm dialog,EQ,CTRL|INT,4,2,1,0,1,4,Delete product,Delete product
33,User->blog page->save blog in db->blog,EI,CTRL|DM|EI,4,1,1,1,1,1,Create blog,Create blog
34,User->post blog button->redirect to blog page->blog page,EQ,CTRL|INT,4,2,1,0,1,4,Create blog,Create blog
35,User->comment page->post->comment,EI,CTRL|DM|EI,4,1,1,1,1,1,Write comment,Write comment
36,User->comment page->post->post page,EQ,CTRL|INT,4,2,1,0,1,4,Write comment,Write comment
37,User->comment page->post->invalid comment length,EQ,CTRL|INT,4,2,1,0,1,4,Write comment,Write comment
38,User->Search page->search by criteria->product,EI,CTRL|DM|EI,4,1,1,1,1,1,Search product,Search product
39,User->Search page->search by criteria->No result is found,EQ,CTRL|INT,4,2,1,0,1,4,Search product,Search product
40,User->Search page->search by criteria->list of product,EQ,CTRL|INT,4,2,1,0,1,4,Search product,Search product
41,Vendor->list of users->query user email->send email->Email protocol,FUNC_NA,CTRL|EXTIVK,5,1,2,0,2,1,Vendor email customer,Vendor email customer
42,Vendor->list of users->query user email->user,EI,CTRL|DM|EI,4,1,1,1,1,1,Vendor email customer,Vendor email customer
43,Admin->list of vendors->query vendor email->vendor,EI,CTRL|DM|EI,4,1,1,1,1,1,Admin email vendor,Admin email vendor
44,Admin->list of vendors->query vendor email->send email->Email protocol,FUNC_NA,CTRL|EXTIVK,5,1,2,0,2,1,Admin email vendor,Admin email vendor
45,Admin->newsletter creating page->save newsletter information->send notification->notification,EI,CTRL|DM|EI,5,1,2,1,1,2,Create and email newsletter,Create and email newsletter
46,Admin->newsletter creating page->save newsletter information->newsletter,EI,CTRL|DM|EI,4,1,1,1,1,1,Create and email newsletter,Create and email newsletter
47,Admin->Newsletter tag->redirect to newsletter main page->newsletter main page,EQ,CTRL|INT,4,2,1,0,1,4,Create and email newsletter,Create and email newsletter
48,Admin->newsletter them page->redirect to newsletter creating page->newsletter creating page,EQ,CTRL|INT,4,2,1,0,1,5,Create and email newsletter,Create and email newsletter
49,Admin->newsletter main page->redirect to select theme page->newsletter them page,EQ,CTRL|INT,4,2,1,0,1,5,Create and email newsletter,Create and email newsletter
50,User->newsletter subscription page->add email address into newsletter sending list->send confirmation email->email protocol,FUNC_NA,CTRL|EXTIVK,5,1,2,0,2,1,Signup for newsletter,Signup for newsletter
51,User->newsletter subscription page->add email address into newsletter sending list->newsletter sending list,EI,CTRL|DM|EI,4,1,1,1,1,1,Signup for newsletter,Signup for newsletter
52,Admin->unshipped orders button->query list of unshipped orders->orders,EI,CTRL|DM|EI,4,1,1,1,1,1,Check order,Check order
53,Admin->unshipped orders button->query list of unshipped orders->list of unshipped orders,EQ,CTRL|INT,4,2,1,0,1,4,Check order,Check order
54,Admin->Vendor approve page->add vendor into list->send email with unique code->Email protocol,FUNC_NA,CTRL|EXTIVK,5,1,2,0,2,1,Approve new vendors,Approve new vendors
55,Admin->Vendor approve page->add vendor into list->vendor,EI,CTRL|DM|EI,4,1,1,1,1,1,Approve new vendors,Approve new vendors
56,Admin->Vendor approve page->add vendor into list->vendor already exists message,EQ,CTRL|INT,4,2,1,0,1,4,Approve new vendors,Approve new vendors
57,Admin->Account information page->check input information->Invalid input information,EQ,CTRL|INT,4,2,1,0,1,5,Manage account setting,Manage account setting
58,Admin->Account information page->check input information->save setting changes->notify user->Notification,EI,CTRL|DM|EI,6,1,3,1,1,2,Manage account setting,Manage account setting
59,Admin->Account information page->check input information->save setting changes->setting,EI,CTRL|DM|EI,5,1,2,1,1,2,Manage account setting,Manage account setting
60,Admin->Edit setting button->redirect account information page->Account information page,EQ,CTRL|INT,4,2,1,0,1,4,Manage account setting,Manage account setting
61,Admin->vendor side bar->redirect to vendor page->vendor page,EQ,CTRL|INT,4,2,1,0,1,4,Display vendors,Display vendors
62,Admin->vendor side bar->redirect to vendor page->query vendors->vendor,EI,CTRL|DM|EI,5,1,2,1,1,1,Display vendors,Display vendors
63,Admin->All vendors tab->redirect vendors page->user list with edit and remove buttons,EQ,CTRL|INT,4,2,1,0,1,4,Manage vendor,Manage vendor
64,Admin->All vendors tab->redirect vendors page->vendor,EI,CTRL|DM|EI,4,1,1,1,1,2,Manage vendor,Manage vendor
65,Admin->vendor detail page->update vendor info->notify amdin->User info updated message,EQ,CTRL|INT,5,2,2,0,1,5,Manage vendor,Manage vendor
66,Admin->vendor detail page->update vendor info->vendor,EI,CTRL|DM|EI,4,1,1,1,1,4,Manage vendor,Manage vendor
67,Admin->user list with edit and remove buttons->redirect to vendor details page->query vendor detail->vendor,EI,CTRL|DM|EI,5,1,2,1,1,4,Manage vendor,Manage vendor
68,Admin->user list with edit and remove buttons->redirect to vendor details page->vendor detail page,EQ,CTRL|INT,4,2,1,0,1,5,Manage vendor,Manage vendor
69,Admin->user list with edit and remove buttons->remove vendor->vendor,EI,CTRL|DM|EI,4,1,1,1,1,4,Manage vendor,Manage vendor
70,Admin->product detail->change product status->notify update of product->update of product message,EQ,CTRL|INT,5,2,2,0,1,5,Approve pending product,Approve pending product
71,Admin->product detail->change product status->product,EI,CTRL|DM|EI,4,1,1,1,1,2,Approve pending product,Approve pending product
72,Admin->products tab->redirect to all product lists->product list,EQ,CTRL|INT,4,2,1,0,1,4,Approve pending product,Approve pending product
73,Admin->products tab->redirect to all product lists->product,EI,CTRL|DM|EI,4,1,1,1,1,2,Approve pending product,Approve pending product
74,Admin->product list->query product detail->product,EI,CTRL|DM|EI,4,1,1,1,1,2,Approve pending product,Approve pending product
75,Admin->product list->query product detail->product detail,EQ,CTRL|INT,4,2,1,0,1,5,Approve pending product,Approve pending product
