id,path,transactional,path_length,diagram,useCase
1,Traveler->Management subscription page->subscription controller->subscription failed,CTRL,4,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
2,Traveler->Management subscription page->subscription controller->subscription failed,INT,4,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
3,Traveler->Management subscription page->subscription controller->subscription success,CTRL,4,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
4,Traveler->Management subscription page->subscription controller->subscription success,INT,4,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
5,Traveler->Management subscription page->subscription controller->Offer,CTRL,4,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
6,Traveler->Management subscription page->subscription controller->Offer,DM,4,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
7,Traveler->Management subscription page->subscription controller->Offer,EI,4,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
8,Traveler->partner offer page->subscription controller->subscription failed,CTRL,4,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
9,Traveler->partner offer page->subscription controller->subscription failed,INT,4,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
10,Traveler->partner offer page->subscription controller->subscription success,CTRL,4,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
11,Traveler->partner offer page->subscription controller->subscription success,INT,4,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
12,Traveler->partner offer page->subscription controller->Offer,CTRL,4,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
13,Traveler->partner offer page->subscription controller->Offer,DM,4,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
14,Traveler->partner offer page->subscription controller->Offer,EI,4,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer
