id,element,useCase,type,outboundDegree,inboundDegree
1,User:Delete expired events automatically,Navigation,0,undefined,undefined
2,User:upload choice,Navigation,0,undefined,undefined
3,User:upload choice,Navigation,0,undefined,undefined
4,User:Set Password Screen,Navigation,0,undefined,undefined
5,User:view photo,Navigation,0,undefined,undefined
6,User:Event Screen,Navigation,0,undefined,undefined
7,User:Search box,Navigation,0,undefined,undefined
8,User:upload choice,Navigation,0,undefined,undefined
9,User:Create Event Screen,Navigation,0,undefined,undefined
10,User:Admin page,Navigation,0,undefined,undefined
11,User:User list,Navigation,0,undefined,undefined
12,User:Event Screen,Navigation,0,undefined,undefined
13,User:confirm,Navigation,0,undefined,undefined
14,User:Set Password Screen,Navigation,0,undefined,undefined
15,User:my photo screen,Navigation,0,undefined,undefined
16,User:Photo View,Navigation,0,undefined,undefined
17,User:Search Result Page,Navigation,0,undefined,undefined
18,User:Range Buttons(Default myhome),Navigation,0,undefined,undefined
19,User:Photo Search Result List View,Navigation,0,undefined,undefined
20,User:Photo Collection,Navigation,0,undefined,undefined
21,User:Search Result Page,Navigation,0,undefined,undefined
22,User:Search Event,Navigation,0,undefined,undefined
23,User:Event list,Navigation,0,undefined,undefined
24,User:view photo,Navigation,0,undefined,undefined
25,User:upload choice,Navigation,0,undefined,undefined
26,User:Search box,Navigation,0,undefined,undefined
27,User:Create Event Screen,Navigation,0,undefined,undefined
28,User:Photo Selected Screen,Navigation,0,undefined,undefined
29,User:Create Event Screen,Navigation,0,undefined,undefined
30,User:delete photos related to expired events automatically,Navigation,0,undefined,undefined
31,User:Result,Navigation,0,undefined,undefined
32,User:Search Event Homepage,Navigation,0,undefined,undefined
33,User:Log In Screen,Navigation,0,undefined,undefined
34,User:Sign up Screen,Navigation,0,undefined,undefined
35,User:current location,Navigation,0,undefined,undefined
36,User:Profile Photo Screen,Navigation,0,undefined,undefined
37,User:Show Empty Result Page,Navigation,0,undefined,undefined
38,User:photo list,Navigation,0,undefined,undefined
39,User:upload choice,Navigation,0,undefined,undefined
40,User:camera roll,Navigation,0,undefined,undefined
41,User:Location Screen,Navigation,0,undefined,undefined
42,User:result,Navigation,0,undefined,undefined
43,User:my events,Navigation,0,undefined,undefined
44,User:Confirm page,Navigation,0,undefined,undefined
45,User:upload choice,Navigation,0,undefined,undefined
46,User:Delete Photo Model,Navigation,0,undefined,undefined
47,User:My photos screen,Navigation,0,undefined,undefined
48,User:Admin page,Navigation,0,undefined,undefined
49,User:Log In Screen,Navigation,0,undefined,undefined
50,User:view photo,Navigation,0,undefined,undefined
51,User:Navigation bar,Navigation,0,undefined,undefined
52,User:confirm,Navigation,0,undefined,undefined
53,User:delete expired location photos automatically,Navigation,0,undefined,undefined
54,Display navigation bar:Navigation bar,Navigation,0,undefined,undefined
55,display  log in screen:Log in screen,Navigation,0,undefined,undefined
56,Navigation bar:Tap a icon on navigation bar,Navigation,0,undefined,undefined
57,display photo screen:Photo screen,Navigation,0,undefined,undefined
58,Tap a icon on navigation bar:is  user logged in?,Navigation,0,undefined,undefined
59,is  user logged in?:display  log in screen,Navigation,0,undefined,undefined
60,display event screen:event screen,Navigation,0,undefined,undefined
61,is  user logged in?:display event screen,Navigation,0,undefined,undefined
62,is  user logged in?:display photo screen,Navigation,0,undefined,undefined
63,display profile screen:profile screen,Navigation,0,undefined,undefined
64,is  user logged in?:display profile screen,Navigation,0,undefined,undefined
65,display search screen:search screen,Navigation,0,undefined,undefined
66,is  user logged in?:display search screen,Navigation,0,undefined,undefined
67,stl#User:Delete expired events automatically,Navigation,0,undefined,undefined
68,stl#User:upload choice,Navigation,0,undefined,undefined
69,stl#User:upload choice,Navigation,0,undefined,undefined
70,stl#User:Set Password Screen,Navigation,0,undefined,undefined
71,stl#User:view photo,Navigation,0,undefined,undefined
72,stl#User:Event Screen,Navigation,0,undefined,undefined
73,stl#User:Search box,Navigation,0,undefined,undefined
74,stl#User:upload choice,Navigation,0,undefined,undefined
75,stl#User:Create Event Screen,Navigation,0,undefined,undefined
76,stl#User:Admin page,Navigation,0,undefined,undefined
77,stl#User:User list,Navigation,0,undefined,undefined
78,stl#User:Event Screen,Navigation,0,undefined,undefined
79,stl#User:confirm,Navigation,0,undefined,undefined
80,stl#User:Set Password Screen,Navigation,0,undefined,undefined
81,stl#User:my photo screen,Navigation,0,undefined,undefined
82,stl#User:Photo View,Navigation,0,undefined,undefined
83,stl#User:Search Result Page,Navigation,0,undefined,undefined
84,stl#User:Range Buttons(Default myhome),Navigation,0,undefined,undefined
85,stl#User:Photo Search Result List View,Navigation,0,undefined,undefined
86,stl#User:Photo Collection,Navigation,0,undefined,undefined
87,stl#User:Search Result Page,Navigation,0,undefined,undefined
88,stl#User:Search Event,Navigation,0,undefined,undefined
89,stl#User:Event list,Navigation,0,undefined,undefined
90,stl#User:view photo,Navigation,0,undefined,undefined
91,stl#User:upload choice,Navigation,0,undefined,undefined
92,stl#User:Search box,Navigation,0,undefined,undefined
93,stl#User:Create Event Screen,Navigation,0,undefined,undefined
94,stl#User:Photo Selected Screen,Navigation,0,undefined,undefined
95,stl#User:Create Event Screen,Navigation,0,undefined,undefined
96,stl#User:delete photos related to expired events automatically,Navigation,0,undefined,undefined
97,stl#User:Result,Navigation,0,undefined,undefined
98,stl#User:Search Event Homepage,Navigation,0,undefined,undefined
99,stl#User:Log In Screen,Navigation,0,undefined,undefined
100,stl#User:Sign up Screen,Navigation,0,undefined,undefined
101,stl#User:current location,Navigation,0,undefined,undefined
102,stl#User:Profile Photo Screen,Navigation,0,undefined,undefined
103,stl#User:Show Empty Result Page,Navigation,0,undefined,undefined
104,stl#User:photo list,Navigation,0,undefined,undefined
105,stl#User:upload choice,Navigation,0,undefined,undefined
106,stl#User:camera roll,Navigation,0,undefined,undefined
107,stl#User:Location Screen,Navigation,0,undefined,undefined
108,stl#User:result,Navigation,0,undefined,undefined
109,stl#User:my events,Navigation,0,undefined,undefined
110,stl#User:Confirm page,Navigation,0,undefined,undefined
111,stl#User:upload choice,Navigation,0,undefined,undefined
112,stl#User:Delete Photo Model,Navigation,0,undefined,undefined
113,stl#User:My photos screen,Navigation,0,undefined,undefined
114,stl#User:Admin page,Navigation,0,undefined,undefined
115,stl#User:Log In Screen,Navigation,0,undefined,undefined
116,stl#User:view photo,Navigation,0,undefined,undefined
117,stl#User:Navigation bar,Navigation,0,undefined,undefined
118,stl#User:confirm,Navigation,0,undefined,undefined
119,stl#User:delete expired location photos automatically,Navigation,0,undefined,undefined
