id,element,useCase,type,component
1,User:clicks on ��Add/edit status�� button,Add Free Speech,boundary,clickson��Addeditstatus��button
2,User:Homepage,Add Free Speech,boundary,Homepage
3,status message will be displayed :Homepage,Add Free Speech,boundary,Homepage
4,enter user status message  and  add Motto:Motto  db,Add Free Speech,entity,Mottodb
5,clicks on ��Add/edit status�� button:enter user status message  and  add Motto,Add Free Speech,boundary,clickson��Addeditstatus��button
6,status message will be displayed :clicks on ��Add/edit status�� button,Add Free Speech,boundary,clickson��Addeditstatus��button
7,enter user status message  and  add Motto:status message will be displayed ,Add Free Speech,boundary,clickson��Addeditstatus��button
8,stl#User:clicks on ��Add/edit status�� button,Add Free Speech,Stimulus,undefined
9,stl#User:Homepage,Add Free Speech,Stimulus,undefined
10,User:Homepage,Add Goals,boundary,Homepage
11,User:clicks on adds goals to his profile button,Add Goals,boundary,clickson��Addeditstatus��button
12,User:Add goal page,Add Goals,control,goalsdb
13,User:Homepage,Add Goals,boundary,Homepage
14,Add goal information:Show confirmation page,Add Goals,boundary,Homepage
15,Add goal page:Add goal information,Add Goals,control,goalsdb
16,Show confirmation page:Add goal page,Add Goals,control,goalsdb
17,Show confirmation page:Goal db,Add Goals,control,goalsdb
18,display the goals on the member��s profile page.:Homepage,Add Goals,boundary,Homepage
19,Show confirmation page:Homepage,Add Goals,boundary,Homepage
20,add the goals to the database.:display the goals on the member��s profile page.,Add Goals,control,goalsdb
21,add the goals to the database.:goals db,Add Goals,control,goalsdb
22,clicks on adds goals to his profile button:add the goals to the database.,Add Goals,control,goalsdb
23,display the goals on the member��s profile page.:clicks on adds goals to his profile button,Add Goals,boundary,clickson��Addeditstatus��button
24,stl#User:Homepage,Add Goals,Stimulus,undefined
25,stl#User:clicks on adds goals to his profile button,Add Goals,Stimulus,undefined
26,stl#User:Add goal page,Add Goals,Stimulus,undefined
27,stl#User:Homepage,Add Goals,Stimulus,undefined
28,User:Add Motto page,Add Motto,entity,Mottodb
29,User:Homepage,Add Motto,boundary,Homepage
30,Add Motto information:Show confirmation,Add Motto,control,Showconfirmation
31,Add Motto page:Add Motto information,Add Motto,control,Showconfirmation
32,Show confirmation:Add Motto page,Add Motto,entity,Mottodb
33,Show confirmation:Homepage,Add Motto,boundary,Homepage
34,Show confirmation:Motto db,Add Motto,entity,Mottodb
35,stl#User:Add Motto page,Add Motto,Stimulus,undefined
36,stl#User:Homepage,Add Motto,Stimulus,undefined
37,User:adds a member to his squad,Add members to squad <= 25,control,addsamembertohissquad
38,User:Homepage,Add members to squad <= 25,boundary,Homepage
39,display a message to the user stating :Homepage,Add members to squad <= 25,boundary,Homepage
40,display a message to the user stating :Member db,Add members to squad <= 25,control,addsamembertohissquad
41,add that corresponding detail to the database:User database,Add members to squad <= 25,control,Userdatabase
42,check  number of members in database:User database,Add members to squad <= 25,control,Userdatabase
43,add that corresponding detail to the database:display a message to the user stating ,Add members to squad <= 25,control,Userdatabase
44,check  number of members in database:add that corresponding detail to the database,Add members to squad <= 25,control,Userdatabase
45,adds a member to his squad:check  number of members in database,Add members to squad <= 25,control,Userdatabase
46,display a message to the user stating :adds a member to his squad,Add members to squad <= 25,control,addsamembertohissquad
47,stl#User:adds a member to his squad,Add members to squad <= 25,Stimulus,undefined
48,stl#User:Homepage,Add members to squad <= 25,Stimulus,undefined
49,User:Homepage,Add sacrifices,boundary,Homepage
50,User:edit  one/more sacrifices ,Add sacrifices,control,displaythesacrificesforatask
51,display the sacrifices for a task:Homepage,Add sacrifices,boundary,Homepage
52,edit the sacrifices to the database :Sacrifices db,Add sacrifices,control,displaythesacrificesforatask
53,display the sacrifices for a task:edit  one/more sacrifices ,Add sacrifices,control,displaythesacrificesforatask
54,edit the sacrifices to the database :display the sacrifices for a task,Add sacrifices,control,displaythesacrificesforatask
55,edit  one/more sacrifices :edit the sacrifices to the database ,Add sacrifices,control,displaythesacrificesforatask
56,stl#User:Homepage,Add sacrifices,Stimulus,undefined
57,stl#User:edit  one/more sacrifices ,Add sacrifices,Stimulus,undefined
58,User:enters upto 5 tasks page,Add tasks in ttBox,control,enteredtaskswillbedisplayedinthettBox
59,User:Homepage,Add tasks in ttBox,boundary,Homepage
60,user will be prompted to enter sacrifices:Homepage,Add tasks in ttBox,boundary,Homepage
61,Show confirmation:Homepage,Add tasks in ttBox,boundary,Homepage
62,Show confirmation:Task db,Add tasks in ttBox,entity,Taskdb
63,Show confirmation:enters upto 5 tasks page,Add tasks in ttBox,control,enteredtaskswillbedisplayedinthettBox
64,user will be prompted to enter sacrifices:Show confirmation,Add tasks in ttBox,control,Showconfirmation
65,user will be prompted to enter sacrifices:Task db,Add tasks in ttBox,entity,Taskdb
66,entered tasks will be displayed in the ttBox :user will be prompted to enter sacrifices,Add tasks in ttBox,control,enteredtaskswillbedisplayedinthettBox
67,enters upto 5 tasks page:entered tasks will be displayed in the ttBox ,Add tasks in ttBox,control,enteredtaskswillbedisplayedinthettBox
68,stl#User:enters upto 5 tasks page,Add tasks in ttBox,Stimulus,undefined
69,stl#User:Homepage,Add tasks in ttBox,Stimulus,undefined
70,User:Homepage,Add/Update Status,boundary,Homepage
71,User:clicks on ��Add/edit status�� button,Add/Update Status,boundary,clickson��Addeditstatus��button
72,User:Homepage,Add/Update Status,boundary,Homepage
73,User:Add status page,Add/Update Status,boundary,Homepage
74,Add status information:Show confirmation,Add/Update Status,control,Showconfirmation
75,Add status page:Add status information,Add/Update Status,control,Showconfirmation
76,Show confirmation:Add status page,Add/Update Status,boundary,Homepage
77,status message will be displayed :Homepage,Add/Update Status,boundary,Homepage
78,Show confirmation:Homepage,Add/Update Status,boundary,Homepage
79,Show confirmation:Status db,Add/Update Status,entity,Taskdb
80,clicks on ��Add/edit status�� button:enter user status message  and  choose Motto or Free Speech,Add/Update Status,boundary,clickson��Addeditstatus��button
81,status message will be displayed :clicks on ��Add/edit status�� button,Add/Update Status,boundary,clickson��Addeditstatus��button
82,enter user status message  and  choose Motto or Free Speech:status db,Add/Update Status,entity,Taskdb
83,enter user status message  and  choose Motto or Free Speech:status message will be displayed ,Add/Update Status,boundary,clickson��Addeditstatus��button
84,stl#User:Homepage,Add/Update Status,Stimulus,undefined
85,stl#User:clicks on ��Add/edit status�� button,Add/Update Status,Stimulus,undefined
86,stl#User:Homepage,Add/Update Status,Stimulus,undefined
87,stl#User:Add status page,Add/Update Status,Stimulus,undefined
88,User:Homepage,Edit sacrifices,boundary,Homepage
89,User:Edit sacrifices page,Edit sacrifices,entity,Sacrificesdb
90,Edit sacrifices page:Edit scacirfices infrormation,Edit sacrifices,control,Showconfirmation
91,Show confirmation:Edit sacrifices page,Edit sacrifices,entity,Sacrificesdb
92,Edit scacirfices infrormation:Show confirmation,Edit sacrifices,control,Showconfirmation
93,Show confirmation:Homepage,Edit sacrifices,boundary,Homepage
94,Show confirmation:Sacrifices db,Edit sacrifices,entity,Sacrificesdb
95,stl#User:Homepage,Edit sacrifices,Stimulus,undefined
96,stl#User:Edit sacrifices page,Edit sacrifices,Stimulus,undefined
97,User:Edit setting page,Edit settings,control,Editsettings
98,User:Homepage,Edit settings,boundary,Homepage
99,Edit setting page:Edit settings,Edit settings,control,Editsettings
100,Edit settings:Show confirmation,Edit settings,control,Showconfirmation
101,Show confirmation:Homepage,Edit settings,boundary,Homepage
102,stl#User:Edit setting page,Edit settings,Stimulus,undefined
103,stl#User:Homepage,Edit settings,Stimulus,undefined
104,User: choose to edit or alter an already existing task,Edit tasks from ttBox,boundary,clickson��Addeditstatus��button
105,User:Homepage,Edit tasks from ttBox,boundary,Homepage
106,User:choose to edit or alter an already existing task,Edit tasks from ttBox,boundary,clickson��Addeditstatus��button
107,User:enters upto 5 tasks page,Edit tasks from ttBox,entity,Taskdb
108,User:choose to edit  an already existing task,Edit tasks from ttBox,boundary,clickson��Addeditstatus��button
109,User:Homepage,Edit tasks from ttBox,boundary,Homepage
110,User:Homepage,Edit tasks from ttBox,boundary,Homepage
111,User:Edit task page,Edit tasks from ttBox,entity,Taskdb
112, choose to edit or alter an already existing task:display tasks page,Edit tasks from ttBox,entity,Taskdb
113,Edit task page:Show confirmation page,Edit tasks from ttBox,control,Showconfirmation
114,Edit task page:Edit task page,Edit tasks from ttBox,entity,Taskdb
115,Show confirmation page:Edit task page,Edit tasks from ttBox,entity,Taskdb
116,display tasks page:Homepage,Edit tasks from ttBox,boundary,Homepage
117,show confirmation page:Homepage,Edit tasks from ttBox,boundary,Homepage
118,Show confirmation:Homepage,Edit tasks from ttBox,boundary,Homepage
119,Show confirmation page:Homepage,Edit tasks from ttBox,boundary,Homepage
120,Show confirmation:Task db,Edit tasks from ttBox,entity,Taskdb
121,user will be prompted to enter sacrifices:Show confirmation,Edit tasks from ttBox,control,Showconfirmation
122,Show confirmation page:task db,Edit tasks from ttBox,entity,Taskdb
123,user will be prompted to enter sacrifices:Task db,Edit tasks from ttBox,entity,Taskdb
124,display tasks page:Task db,Edit tasks from ttBox,entity,Taskdb
125,choose to edit or alter an already existing task:Task db,Edit tasks from ttBox,entity,Taskdb
126,choose to edit  an already existing task:Task db,Edit tasks from ttBox,entity,Taskdb
