id,element,useCase,type,outboundDegree,inboundDegree
1,Actor:Set Password Screen,Reserve a Hashtag,0,undefined,undefined
2,Actor:Create Event Screen,Reserve a Hashtag,0,undefined,undefined
3,Create Event Screen:Create new event with hashtag,Reserve a Hashtag,0,undefined,undefined
4,Create Event Screen:Handle Creation Error,Reserve a Hashtag,0,undefined,undefined
5,User:Create Event Screen,Reserve a Hashtag,0,undefined,undefined
6,Create new event with hashtag:Event,Reserve a Hashtag,0,undefined,undefined
7,Create new event with hashtag:Event Collection,Reserve a Hashtag,0,undefined,undefined
8,Create new event with hashtag:Handle Creation Error,Reserve a Hashtag,0,undefined,undefined
9,Set Password Screen:Create new event with hashtag,Reserve a Hashtag,0,undefined,undefined
10,Handle Creation Error:Set Password Screen,Reserve a Hashtag,0,undefined,undefined
11,User:Set Password Screen,Reserve a Hashtag,0,undefined,undefined
12,stl#Actor:Set Password Screen,Reserve a Hashtag,0,undefined,undefined
13,stl#Actor:Create Event Screen,Reserve a Hashtag,0,undefined,undefined
14,stl#User:Create Event Screen,Reserve a Hashtag,0,undefined,undefined
15,stl#User:Set Password Screen,Reserve a Hashtag,0,undefined,undefined
