id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,user->view assigned tasks option->query meeting minutes by project and user->meeting minutes,EI,CTRL|DM|EI,4,undefined,1,1,1,View assigned tasks,View assigned tasks
2,user->view assigned tasks option->query meeting minutes by project and user->no assigned tasks message,EQ,CTRL|INT,4,undefined,1,0,1,View assigned tasks,View assigned tasks
3,user->view assigned tasks option->query meeting minutes by project and user->meeting minutes,EQ,CTRL|INT,4,undefined,1,0,1,View assigned tasks,View assigned tasks
