id,element,useCase,type,component
1,Admin:Invalid course information,Modify course,boundary,Course providing records
2,Admin:home page,Modify course,boundary,Payment page
3,Admin:Course management page,Modify course,boundary,Dashboard course management page
4,Redirect to home page:Email protocol,Modify course,control,Trainer profile page
5,Course management page:Redirect to home page,Modify course,control,Order records page
6,Course management page:verify course information,Modify course,control,Course
7,Invalid course information:delete course,Modify course,control,Course
8,verify course information:Invalid course information,Modify course,boundary,Course providing records
9,Redirect to home page:home page,Modify course,boundary,Payment page
10,delete course:Redirect to home page,Modify course,control,Order records page
11,delete course:course,Modify course,control,Course
12,save course info:course,Modify course,control,Course
13,verify course information:save course info,Modify course,control,Course
14,stl#Admin:Invalid course information,Modify course,Stimulus,undefined
15,stl#Admin:home page,Modify course,Stimulus,undefined
16,stl#Admin:Course management page,Modify course,Stimulus,undefined
