id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,buying list,entity,0,1,Add item to cart,Add item to cart,
2,adding product in buying list,control,1,1,Add item to cart,Add item to cart,
3,add to cart button,boundary,1,1,Add item to cart,Add item to cart,
4,User,actor,1,0,Add item to cart,Add item to cart,
