id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,User->add to cart button->adding product in buying list->buying list,EI,CTRL|DM|EI,4,undefined,1,1,1,Add item to cart,Add item to cart
