id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Picture,entity,0,1,Delete Picture,Delete Picture,
2,close the prompt and delete the picture,control,2,1,Delete Picture,Delete Picture,
3,Confirm Box,boundary,1,3,Delete Picture,Delete Picture,
4,Shows confirm prompt,control,1,1,Delete Picture,Delete Picture,
5,Delete Button,boundary,1,1,Delete Picture,Delete Picture,
6,User,actor,2,0,Delete Picture,Delete Picture,
