NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Import a survey from survey monkey,8,16,0,13,3,8,2,0,0,0,0,1,0,0,7,1,40,2.4375,32,6,97.5,0,0,28,8,8,8,8,8,8,8,8.1184,12.772299999999998,11.1679
2,Login,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Logout,2,6,0,4,4,0,0,0,0,1,0,1,0,1,1,1,6,4,4,0,24,0,0,8,2,2,2,2,2,2,2,2.0296,2.3514,2.4286
4,Navigate in the category list,16,31,0,24,17,6,1,0,0,3,0,5,0,3,11,5,14.6,7.12280701754386,11.4,5.8,103.99298245614035,0,0,61,16,16,16,16,16,16,16,16.236799999999995,72.32220000000001,45.41580000000001
5,add a chool by name or address,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,add a patd by dropping pinpoints,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,add a school by name or address,6,13,0,10,2,6,2,0,0,0,0,2,0,0,4,2,11.5,1.588235294117647,8.5,2,18.26470588235294,0,0,20,6,6,6,6,6,6,6,6.0888,6.749099999999999,7.1433
8,add markers,8,16,0,13,9,4,0,0,0,2,0,2,0,2,6,2,20,2.03125,16,6,40.625,0,0,33,8,8,8,8,8,8,8,8.1184,15.277299999999999,11.1679
9,add path,5,12,0,9,3,6,0,0,0,0,0,1,0,0,4,1,24,2.6315789473684212,19,10,63.15789473684211,0,0,22,5,5,5,5,5,5,5,5.074,8.346,6.7745
10,answer survey questions,10,20,0,17,13,1,3,0,0,2,0,2,0,2,8,2,30.5,6.588235294117647,25.5,5,200.94117647058823,0,0,31,10,10,10,10,10,10,10,10.147999999999998,55.142300000000006,34.883500000000005
11,associate a survey with a path,8,14,0,11,4,6,1,0,0,0,0,1,0,0,7,1,40,3.28125,32,11,131.25,0,0,28,8,8,8,8,8,8,8,8.1184,17.4258,12.8114
12,delete a path,22,25,0,20,1,15,4,4,0,0,4,10,0,4,12,10,13.6,3.807017543859649,11.4,4.8,51.77543859649123,0,0,101,22,22,22,22,22,22,22,22.3256,72.0435,44.8156
13,delete a school,9,15,0,12,0,6,6,0,0,0,0,1,0,0,8,1,52,5.209302325581396,43,14,270.8837209302326,0,0,35,9,9,9,9,9,9,9,9.133199999999999,42.3852,22.272699999999997
14,delete a survey,18,18,0,15,5,9,1,0,0,1,0,1,0,1,17,1,112,4.5638297872340425,94,12,511.1489361702128,0,0,64,18,18,18,18,18,18,18,18.266399999999997,69.6811,41.44840000000001
15,deploy a survey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,exports a survey,6,13,0,10,8,2,0,0,0,2,0,2,0,2,4,2,12,3.3333333333333335,9,6,40,0,0,24,6,6,6,6,6,6,6,6.0888,10.3567,7.9887999999999995
17,loads an existing survey from the model device,5,10,0,7,3,3,1,0,0,1,0,2,0,1,3,2,8,2.090909090909091,5.5,1.5,16.727272727272727,0,0,17,5,5,5,5,5,5,5,5.074,5.37,5.8340000000000005
18,modify a shcool name,6,13,0,10,0,5,5,0,0,0,0,2,0,0,4,2,11.5,4.294117647058823,8.5,3,49.38235294117647,0,0,20,6,6,6,6,6,6,6,6.0888,11.191699999999999,9.5848
19,retract a survey,8,13,0,10,2,6,2,1,0,2,1,4,0,3,4,4,9,2.7857142857142856,7,4.75,25.07142857142857,0,0,35,8,8,8,8,8,8,8,8.1184,11.503799999999998,9.4769
20,save/load a survey,9,15,0,11,6,4,1,1,0,2,1,3,0,3,6,3,12.666666666666666,2.8620689655172415,9.666666666666666,2.6666666666666665,36.252873563218394,0,0,31,9,9,9,9,9,9,9,9.133199999999999,12.781199999999998,10.6912
21,select a survey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,start a new survey,19,22,0,18,8,9,1,0,0,1,0,4,0,1,15,4,27,6.191011235955056,22.25,8.75,167.1573033707865,0,0,78,19,19,19,19,19,19,19,19.2812,91.85609999999998,56.52670000000002
23,submit a survey,6,12,0,9,2,6,1,0,0,1,0,2,0,1,4,2,11,4.25,8,0,46.75,0,0,24,6,6,6,6,6,6,6,6.0888,9.3558,9.5848
24,unlink an association,8,14,0,11,0,9,2,4,0,0,4,8,0,4,0,8,5,5.125,4,0.5,25.625,0,0,28,8,8,8,8,8,8,8,8.1184,32.333999999999996,17.3034
