id,element,useCase,type,component
1,contractor:player detail page,Edit the crawling attributes of a player,control,playerdetailpage
2,contractor:players tab,Edit the crawling attributes of a player,control,playerdetailpage
3,contractor:all players list,Edit the crawling attributes of a player,control,playerdetailpage
4,all players list:query attribute list of a player,Edit the crawling attributes of a player,control,playerdetailpage
5,query crawling list of players:all players list,Edit the crawling attributes of a player,control,playerdetailpage
6,query crawling list of players:player,Edit the crawling attributes of a player,control,playerdetailpage
7,update player attributes:player,Edit the crawling attributes of a player,control,playerdetailpage
8,query attribute list of a player:player,Edit the crawling attributes of a player,control,playerdetailpage
9,player detail page:update player attributes,Edit the crawling attributes of a player,control,playerdetailpage
10,query attribute list of a player:player detail page,Edit the crawling attributes of a player,control,playerdetailpage
11,players tab:query crawling list of players,Edit the crawling attributes of a player,control,playerdetailpage
12,stl#contractor:player detail page,Edit the crawling attributes of a player,Stimulus,undefined
13,stl#contractor:players tab,Edit the crawling attributes of a player,Stimulus,undefined
14,stl#contractor:all players list,Edit the crawling attributes of a player,Stimulus,undefined
