id,element,useCase,type,component
1,User:filter data button,taggle data sets,boundary,Sharebutton
2,User:List of users,taggle data sets,entity,UserModel
3,User:success information message,taggle data sets,control,Displaysuccessmessagetouser
4,Display list of users with checkbox:List of users,taggle data sets,entity,UserModel
5,queries users and answered questions:Display list of users with checkbox,taggle data sets,control,Displaysuccessmessagetouser
6,Display success information message:success information message,taggle data sets,control,Displaysuccessmessagetouser
7,updates the chart with only the data for checked users:Display success information message,taggle data sets,control,Displaysuccessmessagetouser
8,List of users:updates the chart with only the data for checked users,taggle data sets,control,AuthorizationChecker
9,filter data button:queries users and answered questions,taggle data sets,control,QuestionModel
10,queries users and answered questions:sphere,taggle data sets,entity,SphereModel
11,updates the chart with only the data for checked users:sphere,taggle data sets,entity,SphereModel
12,stl#User:filter data button,taggle data sets,Stimulus,undefined
13,stl#User:List of users,taggle data sets,Stimulus,undefined
14,stl#User:success information message,taggle data sets,Stimulus,undefined
