id,element,useCase,type,component
1,User:no volunteer page,Search volunteer information,entity,MessageController
2,User:volunteer table,Search volunteer information,entity,MessageController
3,User:specific volunteer information,Search volunteer information,control,checkconflictsituation
4,User:"my volunteer" link,Search volunteer information,boundary,viewlink
5,User:search with criteria panel,Search volunteer information,boundary,searchwithcriteriapanel
6,"my volunteer" link:show criteria for search,Search volunteer information,boundary,searchwithcriteriapanel
7,display specific volunteer:specific volunteer information,Search volunteer information,control,checkconflictsituation
8,display specific volunteer:volunteer,Search volunteer information,entity,MessageController
9,volunteer table:display specific volunteer,Search volunteer information,entity,MessageController
10,display volunteer table by criteria:volunteer,Search volunteer information,entity,MessageController
11,display volunteer table by criteria:no volunteer page,Search volunteer information,entity,MessageController
12,display volunteer table by criteria:volunteer table,Search volunteer information,entity,MessageController
13,search with criteria panel:display volunteer table by criteria,Search volunteer information,boundary,searchwithcriteriapanel
14,show criteria for search:search with criteria panel,Search volunteer information,boundary,searchwithcriteriapanel
15,stl#User:no volunteer page,Search volunteer information,Stimulus,undefined
16,stl#User:volunteer table,Search volunteer information,Stimulus,undefined
17,stl#User:specific volunteer information,Search volunteer information,Stimulus,undefined
18,stl#User:"my volunteer" link,Search volunteer information,Stimulus,undefined
19,stl#User:search with criteria panel,Search volunteer information,Stimulus,undefined
