id,element,useCase,type,component
1,guests:survey form page,Take the survey,control,savesurveyinfotodb
2,guests:confirmation message,Take the survey,boundary,successmessage
3,guests:delete error message,Take the survey,boundary,successmessage
4,save survey info to db:confirmation message,Take the survey,boundary,successmessage
5,delete error message:redirect to survey form page,Take the survey,control,savesurveyinfotodb
6,save survey info to db:delete error message,Take the survey,boundary,successmessage
7,redirect to survey form page:survey form page,Take the survey,control,savesurveyinfotodb
8,save survey info to db:survey info db,Take the survey,control,savesurveyinfotodb
9,survey form page:save survey info to db,Take the survey,control,savesurveyinfotodb
10,stl#guests:survey form page,Take the survey,Stimulus,undefined
11,stl#guests:confirmation message,Take the survey,Stimulus,undefined
12,stl#guests:delete error message,Take the survey,Stimulus,undefined
