id,element,useCase,type,outboundDegree,inboundDegree
1,Actor:result,Upload photo to my event,0,undefined,undefined
2,Actor:upload choice,Upload photo to my event,0,undefined,undefined
3,Actor:my events,Upload photo to my event,0,undefined,undefined
4,Actor:confirm,Upload photo to my event,0,undefined,undefined
5,camera:upload finished,Upload photo to my event,0,undefined,undefined
6,display my events:camera,Upload photo to my event,0,undefined,undefined
7,can't access server:upload choice,Upload photo to my event,0,undefined,undefined
8,my event:can't access server,Upload photo to my event,0,undefined,undefined
9,confirm:confirm upload,Upload photo to my event,0,undefined,undefined
10,User:confirm,Upload photo to my event,0,undefined,undefined
11,select an event:confirm,Upload photo to my event,0,undefined,undefined
12,confirm upload:photos in the event,Upload photo to my event,0,undefined,undefined
13,display my events:my events,Upload photo to my event,0,undefined,undefined
14,my event:display my events,Upload photo to my event,0,undefined,undefined
15,failed to upload:result,Upload photo to my event,0,undefined,undefined
16,photos in the event:failed to upload,Upload photo to my event,0,undefined,undefined
17,upload to my event:my event,Upload photo to my event,0,undefined,undefined
18,my events:select an event,Upload photo to my event,0,undefined,undefined
19,User:my events,Upload photo to my event,0,undefined,undefined
20,upload finished:photos in the event,Upload photo to my event,0,undefined,undefined
21,upload finished:result,Upload photo to my event,0,undefined,undefined
22,User:result,Upload photo to my event,0,undefined,undefined
23,upload choice:upload to my event,Upload photo to my event,0,undefined,undefined
24,User:upload choice,Upload photo to my event,0,undefined,undefined
25,stl#Actor:result,Upload photo to my event,0,undefined,undefined
26,stl#Actor:upload choice,Upload photo to my event,0,undefined,undefined
27,stl#Actor:my events,Upload photo to my event,0,undefined,undefined
28,stl#Actor:confirm,Upload photo to my event,0,undefined,undefined
29,stl#User:confirm,Upload photo to my event,0,undefined,undefined
30,stl#User:my events,Upload photo to my event,0,undefined,undefined
31,stl#User:result,Upload photo to my event,0,undefined,undefined
32,stl#User:upload choice,Upload photo to my event,0,undefined,undefined
