id, element_name, attribute_num,operation_num
EAID_B5D0B88C_035D_4971_A8BA_74D751F6DCCB,Domain Model,0,0,0
EAID_774B4E1A_DEBD_4bd7_B293_D3F803DCD549,Domain Objects,0,0,10
