NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Advanced search,3,8,0,2,1,1,0,0,0,1,0,1,0,1,2,1,13,4.1,10,2,53.3,0,0,12,3,3,3,2.31,4.69,0,0,3.0443999999999996,7.0329999999999995,5.2389
2,Comment on post,3,8,0,2,1,1,0,0,0,1,0,1,0,1,2,1,13,4.1,10,4,53.3,0,0,12,3,3,3,2.31,4.69,0,0,3.0443999999999996,7.0329999999999995,5.238900000000001
3,Login,3,8,0,2,1,1,0,0,0,1,0,1,0,1,2,1,13,4.1,10,0,53.3,0,0,12,3,3,3,2.31,4.69,0,0,3.0443999999999996,7.0329999999999995,5.2389
4,Logout,3,8,0,2,1,1,0,0,0,1,0,1,0,1,2,1,13,4.1,10,2,53.3,0,0,12,3,3,3,2.31,4.69,0,0,3.0443999999999996,7.0329999999999995,5.2389
5,Post,3,8,0,1,1,0,0,0,0,1,0,1,0,1,2,1,13,7,10,0,91,0,0,12,3,3,3,3.3000000000000003,6.700000000000001,0,0,3.0443999999999996,15.5972,8.0399
6,Receive private message,3,8,0,1,1,0,0,0,0,1,0,1,0,1,2,1,13,7,10,0,91,0,0,12,3,3,3,3.3000000000000003,6.7,0,0,3.0443999999999996,15.597199999999999,8.0399
7,Search,3,8,0,2,1,1,0,0,0,1,0,1,0,1,2,1,13,4.1,10,0,53.3,0,0,12,3,3,3,2.31,4.69,0,0,3.0443999999999996,7.0329999999999995,5.2389
8,Search by keywords,3,8,0,2,1,1,0,0,0,1,0,1,0,1,2,1,13,3.6,10,0,46.800000000000004,0,5,8,3,2,3,2.66,1.34,0,0,3.0443999999999996,6.096299999999999,4.3934
9,Search by names,3,8,0,2,1,1,0,0,0,1,0,1,0,1,2,1,13,4.1,10,3,53.3,0,0,12,3,3,3,2.31,4.69,0,0,3.0443999999999996,7.0329999999999995,5.238900000000001
10,Send private message,3,8,0,1,1,0,0,0,0,1,0,1,0,1,2,1,13,7,10,2,91,0,0,12,3,3,3,3.3000000000000003,6.7,0,0,3.0443999999999996,15.597199999999999,8.0399
11,Upload CV,3,8,0,2,1,1,0,0,0,1,0,1,0,1,2,1,13,4.1,10,0,53.3,0,0,12,3,3,3,2.31,4.69,0,0,3.0443999999999996,7.0329999999999995,5.2389
12,View articles,3,8,0,2,2,0,0,0,0,1,0,1,0,1,2,1,13,3.6,10,0,46.800000000000004,0,0,12,3,3,3,3.3000000000000003,6.7,0,0,3.0443999999999996,6.096299999999999,4.3934
13,View collaboration graph,3,8,0,2,2,0,0,0,0,1,0,1,0,1,2,1,13,3.6,10,0,46.800000000000004,0,0,12,3,3,3,3.3000000000000003,6.7,0,0,3.0443999999999996,6.096299999999999,4.3934
14,View message history,3,8,0,1,1,0,0,0,0,1,0,1,0,1,2,1,13,7,10,0,91,0,0,12,3,3,3,3.3000000000000003,6.7,0,0,3.0443999999999996,15.597199999999999,8.0399
15,Use Case1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Use Case2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
