id,path,functional,transactional,path_length,diagram,useCase
1,Traveler->Place screen->display->Trip Plan,EI,CTRL|DM|EI,undefined,Print photo books,Print photo books
2,Traveler->Place screen->display->Select images screen,EQ,CTRL|INT,undefined,Print photo books,Print photo books
3,Traveler->Walgreens checkout->Select images screen,FUNC_NA,TRAN_NA,undefined,Print photo books,Print photo books
4,Traveler->Select images screen->walgreens->display->Walgreens checkout,EQ,CTRL|INT,undefined,Print photo books,Print photo books
5,Traveler->Select images screen->Place screen,FUNC_NA,TRAN_NA,undefined,Print photo books,Print photo books
