id,element,useCase,type,component
1,User:close resources,access list & status of resources,control,closeresources
2,User:Homepage,access list & status of resources,control,Homepage
3,User:Chose resources,access list & status of resources,control,closeresources
4,User:Access all resources button,access list & status of resources,control,closeresources
5,Access all resources button:Show lists of resources,access list & status of resources,control,closeresources
6,Chose resources:Show resources information,access list & status of resources,control,Accessallstudentinformation
7,Show resources information:Homepage,access list & status of resources,control,Homepage
8,Show lists of resources:Show resources information,access list & status of resources,control,Accessallstudentinformation
9,close resources:Show resources information,access list & status of resources,control,Accessallstudentinformation
10,stl#User:close resources,access list & status of resources,Stimulus,undefined
11,stl#User:Homepage,access list & status of resources,Stimulus,undefined
12,stl#User:Chose resources,access list & status of resources,Stimulus,undefined
13,stl#User:Access all resources button,access list & status of resources,Stimulus,undefined
