id,element,useCase,type,outboundDegree,inboundDegree
1,Actor:current location,Take photo for location,0,undefined,undefined
2,Actor:upload choice,Take photo for location,0,undefined,undefined
3,Actor:upload choice,Take photo for location,0,undefined,undefined
4,Upload finished:upload choice,Take photo for location,0,undefined,undefined
5,my upload:Upload finished,Take photo for location,0,undefined,undefined
6,camera:failed to get current location,Take photo for location,0,undefined,undefined
7,camera:get location successfully,Take photo for location,0,undefined,undefined
8,upload to current location:camera,Take photo for location,0,undefined,undefined
9,current location:upload,Take photo for location,0,undefined,undefined
10,get location successfully:current location,Take photo for location,0,undefined,undefined
11,User:current location,Take photo for location,0,undefined,undefined
12,failed to get current location:upload choice,Take photo for location,0,undefined,undefined
13,failed to upload:upload choice,Take photo for location,0,undefined,undefined
14,my upload:failed to upload,Take photo for location,0,undefined,undefined
15,upload:my upload,Take photo for location,0,undefined,undefined
16,upload choice:upload to current location,Take photo for location,0,undefined,undefined
17,User:upload choice,Take photo for location,0,undefined,undefined
18,User:upload choice,Take photo for location,0,undefined,undefined
19,stl#Actor:current location,Take photo for location,0,undefined,undefined
20,stl#Actor:upload choice,Take photo for location,0,undefined,undefined
21,stl#Actor:upload choice,Take photo for location,0,undefined,undefined
22,stl#User:current location,Take photo for location,0,undefined,undefined
23,stl#User:upload choice,Take photo for location,0,undefined,undefined
24,stl#User:upload choice,Take photo for location,0,undefined,undefined
