id, function, functional, DET, FTR, boundaries, controls, entities, typeStr
1,User:Add new pages page-->Add new pages page:Add new pages-->Add new pages:Pages db,EQ,0,3,3,0,0,boundary->boundary->boundary
2,User:Add new pages page-->Add new pages page:Add new pages-->Add new pages:Show confirmation page -->Show confirmation page :Homepage,EQ,0,4,4,0,0,boundary->boundary->boundary->boundary
3,User:Add new pages page-->Add new pages page:Add new pages-->Add new pages:Show confirmation page -->Show confirmation page :Add new pages page-->Add new pages page:Add new pages,EQ,0,5,5,0,0,boundary->boundary->boundary->boundary->boundary
4,User:Homepage,EQ,0,1,1,0,0,boundary
5,User:Add/Remove / Update   Product  page-->Add/Remove / Update   Product  page:Add/Remove / Update   Product from shopping cart-->Add/Remove / Update   Product from shopping cart:Product db,EQ,0,3,0,0,3,entity->entity->entity
6,User:Add/Remove / Update   Product  page-->Add/Remove / Update   Product  page:Add/Remove / Update   Product from shopping cart-->Add/Remove / Update   Product from shopping cart:Show confirmation page -->Show confirmation page :Homepage,EO,1,4,2,0,2,entity->entity->boundary->boundary
7,User:Add/Remove / Update   Product  page-->Add/Remove / Update   Product  page:Add/Remove / Update   Product from shopping cart-->Add/Remove / Update   Product from shopping cart:Show confirmation page -->Show confirmation page :Add/Remove / Update   Product  page-->Add/Remove / Update   Product  page:Add/Remove / Update   Product from shopping cart,EQ,1,5,1,0,4,entity->entity->boundary->entity->entity
8,User:Change website designs  page-->Change website designs  page:Change website designs-->Change website designs:Show confirmation page -->Show confirmation page :Homepage,EQ,0,4,4,0,0,boundary->boundary->boundary->boundary
9,User:Change website designs  page-->Change website designs  page:Change website designs-->Change website designs:Show confirmation page -->Show confirmation page :Change website designs  page-->Change website designs  page:Change website designs,EQ,0,5,5,0,0,boundary->boundary->boundary->boundary->boundary
10,User:Change website designs  page-->Change website designs  page:Change website designs-->Change website designs:Websites designs  db,EQ,0,3,3,0,0,boundary->boundary->boundary
11,User:Contact the admin page-->Contact the admin page:Choose a contact form -->Choose a contact form :Show confirmation page -->Show confirmation page :Homepage,EQ,0,4,3,1,0,boundary->control->boundary->boundary
12,User:Contact the admin page-->Contact the admin page:Choose a contact form -->Choose a contact form :Show confirmation page -->Show confirmation page :Contact the admin page-->Contact the admin page:Choose a contact form ,EQ,0,5,3,2,0,boundary->control->boundary->boundary->control
13,User:Contact the admin page-->Contact the admin page:Choose a contact form -->Choose a contact form :Admin db,EQ,0,3,2,1,0,boundary->control->boundary
14,User:Maintain  blog   page-->Maintain  blog   page:Manage a  blog-->Manage a  blog:Show confirmation page -->Show confirmation page :Maintain  blog   page-->Maintain  blog   page:Manage a  blog,EQ,0,5,5,0,0,boundary->boundary->boundary->boundary->boundary
15,User:Maintain  blog   page-->Maintain  blog   page:Manage a  blog-->Manage a  blog:Show confirmation page -->Show confirmation page :Homepage,EQ,0,4,4,0,0,boundary->boundary->boundary->boundary
16,User:Maintain  blog   page-->Maintain  blog   page:Manage a  blog-->Manage a  blog:Blog db,EQ,1,3,3,0,0,boundary->boundary->boundary
17,User:Updated by social media  page-->Updated by social media  page:Update social media-->Update social media:Social media db,EQ,0,3,0,3,0,control->control->control
18,User:Updated by social media  page-->Updated by social media  page:Update social media-->Update social media:Show confirmation page -->Show confirmation page :Updated by social media  page-->Updated by social media  page:Update social media,EQ,0,5,1,4,0,control->control->boundary->control->control
19,User:Updated by social media  page-->Updated by social media  page:Update social media-->Update social media:Show confirmation page -->Show confirmation page :Homepage,EO,0,4,2,2,0,control->control->boundary->boundary
20,User:Product web page-->Product web page:Purchase a product-->Purchase a product:Show confirmation page -->Show confirmation page :Product web page-->Product web page:Purchase a product,EQ,0,5,5,0,0,boundary->boundary->boundary->boundary->boundary
21,User:Product web page-->Product web page:Purchase a product-->Purchase a product:Show confirmation page -->Show confirmation page :Homepage,EQ,0,4,4,0,0,boundary->boundary->boundary->boundary
22,User:Product web page-->Product web page:Purchase a product-->Purchase a product:Social media db,EI,0,3,2,0,1,boundary->boundary->entity
23,User:View Product page-->View Product page:Choose one of products-->Choose one of products:Show confirmation page -->Show confirmation page :View Product page-->View Product page:Choose one of products,EQ,3,5,5,0,0,boundary->boundary->boundary->boundary->boundary
24,User:View Product page-->View Product page:Choose one of products-->Choose one of products:Show confirmation page -->Show confirmation page :Homepage,EQ,1,4,4,0,0,boundary->boundary->boundary->boundary
25,User:Write a blog commnet page-->Write a blog commnet page:Enters name email and comment -->Enters name email and comment :Show confirmation page -->Show confirmation page :Write a blog commnet page-->Write a blog commnet page:Enters name email and comment ,EQ,0,5,3,2,0,boundary->control->boundary->boundary->control
26,User:Write a blog commnet page-->Write a blog commnet page:Enters name email and comment -->Enters name email and comment :Show confirmation page -->Show confirmation page :Homepage,EQ,0,4,3,1,0,boundary->control->boundary->boundary
