id,transaction,useCase,transaction_length, boundry_num, control_num, entity_num, actor_num
1,User:Homepage,Add new pages,1,1,0,0,0
2,User:Add new pages page-->Add new pages page:Add new pages-->Add new pages:Show confirmation page -->Show confirmation page :Add new pages page-->Add new pages page:Add new pages,Add new pages,5,5,0,0,0
3,User:Add new pages page-->Add new pages page:Add new pages-->Add new pages:Show confirmation page -->Show confirmation page :Homepage,Add new pages,4,4,0,0,0
4,User:Add new pages page-->Add new pages page:Add new pages-->Add new pages:Pages db,Add new pages,3,3,0,0,0
5,User:Add/Remove / Update   Product  page-->Add/Remove / Update   Product  page:Add/Remove / Update   Product from shopping cart-->Add/Remove / Update   Product from shopping cart:Show confirmation page -->Show confirmation page :Add/Remove / Update   Product  page-->Add/Remove / Update   Product  page:Add/Remove / Update   Product from shopping cart,Add/Remove Product in Shopping cart,5,1,0,4,0
6,User:Add/Remove / Update   Product  page-->Add/Remove / Update   Product  page:Add/Remove / Update   Product from shopping cart-->Add/Remove / Update   Product from shopping cart:Show confirmation page -->Show confirmation page :Homepage,Add/Remove Product in Shopping cart,4,2,0,2,0
7,User:Add/Remove / Update   Product  page-->Add/Remove / Update   Product  page:Add/Remove / Update   Product from shopping cart-->Add/Remove / Update   Product from shopping cart:Product db,Add/Remove Product in Shopping cart,3,0,0,3,0
8,User:Homepage,Add/Remove Product in Shopping cart,1,1,0,0,0
9,User:Homepage,Change website designs,1,1,0,0,0
10,User:Change website designs  page-->Change website designs  page:Change website designs-->Change website designs:Websites designs  db,Change website designs,3,3,0,0,0
11,User:Change website designs  page-->Change website designs  page:Change website designs-->Change website designs:Show confirmation page -->Show confirmation page :Change website designs  page-->Change website designs  page:Change website designs,Change website designs,5,5,0,0,0
12,User:Change website designs  page-->Change website designs  page:Change website designs-->Change website designs:Show confirmation page -->Show confirmation page :Homepage,Change website designs,4,4,0,0,0
13,User:Contact the admin page-->Contact the admin page:Choose a contact form -->Choose a contact form :Admin db,Contact the admin using the contact form,3,2,1,0,0
14,User:Contact the admin page-->Contact the admin page:Choose a contact form -->Choose a contact form :Show confirmation page -->Show confirmation page :Contact the admin page-->Contact the admin page:Choose a contact form ,Contact the admin using the contact form,5,3,2,0,0
15,User:Contact the admin page-->Contact the admin page:Choose a contact form -->Choose a contact form :Show confirmation page -->Show confirmation page :Homepage,Contact the admin using the contact form,4,3,1,0,0
16,User:Homepage,Contact the admin using the contact form,1,1,0,0,0
17,User:Homepage,Maintain blog,1,1,0,0,0
18,User:Maintain  blog   page-->Maintain  blog   page:Manage a  blog-->Manage a  blog:Blog db,Maintain blog,3,3,0,0,0
19,User:Maintain  blog   page-->Maintain  blog   page:Manage a  blog-->Manage a  blog:Show confirmation page -->Show confirmation page :Homepage,Maintain blog,4,4,0,0,0
20,User:Maintain  blog   page-->Maintain  blog   page:Manage a  blog-->Manage a  blog:Show confirmation page -->Show confirmation page :Maintain  blog   page-->Maintain  blog   page:Manage a  blog,Maintain blog,5,5,0,0,0
21,User:Homepage,Updated via Social Media,1,1,0,0,0
22,User:Updated by social media  page-->Updated by social media  page:Update social media-->Update social media:Show confirmation page -->Show confirmation page :Homepage,Updated via Social Media,4,2,2,0,0
23,User:Updated by social media  page-->Updated by social media  page:Update social media-->Update social media:Show confirmation page -->Show confirmation page :Updated by social media  page-->Updated by social media  page:Update social media,Updated via Social Media,5,1,4,0,0
24,User:Updated by social media  page-->Updated by social media  page:Update social media-->Update social media:Social media db,Updated via Social Media,3,0,3,0,0
25,User:Product web page-->Product web page:Purchase a product-->Purchase a product:Social media db,Use website to Purchase product,3,2,0,1,0
26,User:Product web page-->Product web page:Purchase a product-->Purchase a product:Show confirmation page -->Show confirmation page :Homepage,Use website to Purchase product,4,4,0,0,0
27,User:Product web page-->Product web page:Purchase a product-->Purchase a product:Show confirmation page -->Show confirmation page :Product web page-->Product web page:Purchase a product,Use website to Purchase product,5,5,0,0,0
28,User:Homepage,Use website to Purchase product,1,1,0,0,0
29,User:Homepage,View Product,1,1,0,0,0
30,User:View Product page-->View Product page:Choose one of products-->Choose one of products:Show confirmation page -->Show confirmation page :Homepage,View Product,4,4,0,0,0
31,User:View Product page-->View Product page:Choose one of products-->Choose one of products:Show confirmation page -->Show confirmation page :View Product page-->View Product page:Choose one of products,View Product,5,5,0,0,0
32,User:Homepage,Write a blog comment,1,1,0,0,0
33,User:Write a blog commnet page-->Write a blog commnet page:Enters name email and comment -->Enters name email and comment :Show confirmation page -->Show confirmation page :Homepage,Write a blog comment,4,3,1,0,0
34,User:Write a blog commnet page-->Write a blog commnet page:Enters name email and comment -->Enters name email and comment :Show confirmation page -->Show confirmation page :Write a blog commnet page-->Write a blog commnet page:Enters name email and comment ,Write a blog comment,5,3,2,0,0
