id,element,useCase,type,component
1,User:Inpute resource page,register new resource,control,Resource Input page
2,User:Inpute resource page,register new resource,control,Resource Input page
3,User:Registe page,register new resource,control,Resource page
4,User:Homepage,register new resource,control,Send Messagepage
5,Display confirmation:Database,register new resource,entity,Cass Attendance Info
6,Display confirmation:Homepage,register new resource,control,Send Messagepage
7,Inpute resource page:Display confirmation,register new resource,control,Notification log-histories
8,Show all register resources:Display confirmation,register new resource,control,Notification log-histories
9,Inpute resource page:Display confirmation,register new resource,control,Notification log-histories
10,Registe page:Show all register resources,register new resource,control,Resource Controller
11,stl#User:Inpute resource page,register new resource,Stimulus,undefined
12,stl#User:Inpute resource page,register new resource,Stimulus,undefined
13,stl#User:Registe page,register new resource,Stimulus,undefined
14,stl#User:Homepage,register new resource,Stimulus,undefined
