id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Login invalid message,boundary,0,2,Login,Login,
2,Redirect to home page,control,1,1,Login,Login,
3,Home page,boundary,0,2,Login,Login,
4,cache,entity,0,1,Login,Login,
5,verify login information,control,3,1,Login,Login,
6,user,entity,0,1,Login,Login,
7,update role,control,2,1,Login,Login,
8,Login success information,boundary,0,2,Login,Login,
9,Login page,boundary,2,1,Login,Login,
10,User,actor,5,0,Login,Login,
