id,element,type,outboundDegree,inboundDegree,diagram,useCase
1,Actor,actor,2,0,Use Case Model,Reserve a Hashtag,
2,Event,entity,0,1,Use Case Model,Reserve a Hashtag,
3,Set Password Screen,boundary,1,3,Use Case Model,Reserve a Hashtag,
4,Create new event with hashtag,control,3,2,Use Case Model,Reserve a Hashtag,
5,Handle Creation Error,control,1,2,Use Case Model,Reserve a Hashtag,
6,Event Collection,entity,0,1,Use Case Model,Reserve a Hashtag,
7,Create Event Screen,boundary,2,2,Use Case Model,Reserve a Hashtag,
