id,element,useCase,type,component
1,User:map with selection form for transportation,Get Directions,control,checkconflictsituation
2,User:map with directions,Get Directions,control,checkconflictsituation
3,User:"direction" button,Get Directions,control,checkconflictsituation
4,User:map with directions to site,Get Directions,control,checkconflictsituation
5,User:no site information,Get Directions,control,checkconflictsituation
6,"direction" button:Display the map with directions,Get Directions,control,checkconflictsituation
7,Display a map with with selection form for transportation:directions,Get Directions,control,checkconflictsituation
8,Display a map with with selection form for transportation:map with directions,Get Directions,control,checkconflictsituation
9,Display a map with with selection form for transportation:map with selection form for transportation,Get Directions,control,checkconflictsituation
10,Display the map with directions:Display a map with with selection form for transportation,Get Directions,control,checkconflictsituation
11,Display the map with directions:no site information,Get Directions,control,checkconflictsituation
12,Display the map with directions:directions,Get Directions,control,checkconflictsituation
13,display map with directions to specific location:directions,Get Directions,control,checkconflictsituation
14,display map with directions to specific location:map with directions to site,Get Directions,control,checkconflictsituation
15,map with selection form for transportation:display map with directions to specific location,Get Directions,control,checkconflictsituation
16,stl#User:map with selection form for transportation,Get Directions,Stimulus,undefined
17,stl#User:map with directions,Get Directions,Stimulus,undefined
18,stl#User:"direction" button,Get Directions,Stimulus,undefined
19,stl#User:map with directions to site,Get Directions,Stimulus,undefined
20,stl#User:no site information,Get Directions,Stimulus,undefined
