id,element,useCase,type,outboundDegree,inboundDegree
1,User:Show Rank,Algorithm,0,undefined,undefined
2,Algortihm to scale:Update Rank,Algorithm,0,undefined,undefined
3,Algortihm to scale:Show Rank,Algorithm,0,undefined,undefined
4,Score:Algortihm to scale,Algorithm,0,undefined,undefined
5,stl#User:Show Rank,Algorithm,0,undefined,undefined
