id,element,useCase,type,component
1,Contractor:List of websites,Edit website details,entity,websites
2,Contractor:Attribute list of website,Edit website details,entity,websites
3,Contractor:show crawling list,Edit website details,control,showcrawlinglist
4,Attribute list of website:add attributes,Edit website details,entity,websites
5,query attributes of webbiste:Attribute list of website,Edit website details,entity,websites
6,List of websites:query attributes of webbiste,Edit website details,entity,websites
7,query crawling list of websites:List of websites,Edit website details,entity,websites
8,add attributes:websites,Edit website details,entity,websites
9,query attributes of webbiste:websites,Edit website details,entity,websites
10,query crawling list of websites:websites,Edit website details,entity,websites
11,show crawling list:query crawling list of websites,Edit website details,control,showcrawlinglist
12,stl#Contractor:List of websites,Edit website details,Stimulus,undefined
13,stl#Contractor:Attribute list of website,Edit website details,Stimulus,undefined
14,stl#Contractor:show crawling list,Edit website details,Stimulus,undefined
