id,path,functional,transactional,path_length, boundry_num, control_num, entity_num, actor_num, diagram,useCase
1,Vendor->product edit page->update product information->product,EI,CTRL|DM|EI,4,undefined,1,1,1,Edit product,Edit product
2,Vendor->product edit page->update product information->display invalid information->invalid information error,EQ,CTRL|INT,5,undefined,2,0,1,Edit product,Edit product
3,Vendor->product edit page->update product information->redirect vendor when back button clicked->change unsaved dialog,EQ,CTRL|INT,5,undefined,2,0,1,Edit product,Edit product
4,Vendor->edit button for specific product->redirect to product edit page->product edit page,EQ,CTRL|INT,4,undefined,1,0,1,Edit product,Edit product
