id,path,functional,transactional,path_length,diagram,useCase
1,Employee->Coupon Redeem Page->Enter password->Is network connection working->Alert message page,EQ,CTRL|INT,undefined,Notify Partner of Redemption,Notify Partner of Redemption
2,Employee->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->Redeem failed page,EQ,CTRL|INT,undefined,Notify Partner of Redemption,Notify Partner of Redemption
3,Employee->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Alert message page,EQ,CTRL|INT,undefined,Notify Partner of Redemption,Notify Partner of Redemption
4,Employee->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Traveler Account,EI,CTRL|DM|EI,undefined,Notify Partner of Redemption,Notify Partner of Redemption
5,Employee->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Display Redeem Coupon Page->Redeem Success Page,EQ,CTRL|INT,undefined,Notify Partner of Redemption,Notify Partner of Redemption
6,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Alert message page,EQ,CTRL|INT,undefined,Notify Partner of Redemption,Notify Partner of Redemption
7,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->Redeem failed page,EQ,CTRL|INT,undefined,Notify Partner of Redemption,Notify Partner of Redemption
8,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Alert message page,EQ,CTRL|INT,undefined,Notify Partner of Redemption,Notify Partner of Redemption
9,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Traveler Account,EI,CTRL|DM|EI,undefined,Notify Partner of Redemption,Notify Partner of Redemption
10,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Display Redeem Coupon Page->Redeem Success Page,EQ,CTRL|INT,undefined,Notify Partner of Redemption,Notify Partner of Redemption
