id,element,useCase,type,component
1,User:Remove button,Follow/unfollow company,control,Recommendation Letter
2,User:Follow button,Follow/unfollow company,boundary,FollowerSet
3,User:Unfollow button,Follow/unfollow company,boundary,FollowerSet
4,Follow button:Update the follow status,Follow/unfollow company,control,Update
5,Update the follow status:Follow button,Follow/unfollow company,boundary,FollowerSet
6,Redirect to connection list:Remove button,Follow/unfollow company,control,Recommendation Letter
7,Unfollow button:Redirect to connection list,Follow/unfollow company,boundary,Connection
8,Unfollow button:Update the follow status,Follow/unfollow company,control,Update
9,Unfollow button:remove connection between users,Follow/unfollow company,boundary,Connection
10,Update the follow status:Unfollow button,Follow/unfollow company,boundary,FollowerSet
11,Update the follow status:connection,Follow/unfollow company,boundary,Connection
12,remove connection between users:connection,Follow/unfollow company,boundary,Connection
13,stl#User:Remove button,Follow/unfollow company,Stimulus,undefined
14,stl#User:Follow button,Follow/unfollow company,Stimulus,undefined
15,stl#User:Unfollow button,Follow/unfollow company,Stimulus,undefined
