id,path,functional,transactional,path_length, boundary_num, control_num, entity_num, actor_num, utw, diagram,useCase
16,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Traveler Account,EI,CTRL|DM|EI,8,1,5,1,1,3,Notify Partner of Redemption,Notify Partner of Redemption
17,Traveler->Coupon Redeem Page->Enter password->Is network connection working->Is password valid?->is there similiar transaction->Enter Password->Display Redeem Coupon Page->Redeem Success Page,EQ,CTRL|INT,9,2,6,0,1,9,Notify Partner of Redemption,Notify Partner of Redemption
18,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->Display->Coupon template,EQ,CTRL|INT,6,2,3,0,1,3,Bill partner for redemption transaction,Bill partner for redemption transaction
19,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->Invoke->Logging transaction,FUNC_NA,TRAN_NA,6,1,4,0,1,1,Bill partner for redemption transaction,Bill partner for redemption transaction
20,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->Invoke->Validating redemption password,FUNC_NA,TRAN_NA,6,1,4,0,1,1,Bill partner for redemption transaction,Bill partner for redemption transaction
21,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->Invoke->Notifying partner,FUNC_NA,TRAN_NA,6,1,4,0,1,1,Bill partner for redemption transaction,Bill partner for redemption transaction
22,Employee->Coupon Redeem Page->Redeem Coupon->Generate barcode->retrieve data from account->account,EI,CTRL|DM|EI,6,1,3,1,1,1,Bill partner for redemption transaction,Bill partner for redemption transaction
23,Administrator->Redemption statistics screen->Chooses filtering or sorting option->Filter and sort result->Temporary storage,EI,CTRL|DM|EI,5,1,2,1,1,1,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
24,Administrator->Redemption statistics screen->Leave Reemption statistics screen->Temporary storage,EI,CTRL|DM|EI,4,1,1,1,1,1,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
25,Administrator->Redemption statistics screen->Query Transaction Log and Partner Info->Filter and sort result->Temporary storage,EI,CTRL|DM|EI,5,1,2,1,1,1,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
26,Administrator->Redemption statistics screen->Query Transaction Log and Partner Info->Partner Info,EI,CTRL|DM|EI,4,1,1,1,1,1,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
27,Administrator->Redemption statistics screen->Query Transaction Log and Partner Info->Transaction Log,EI,CTRL|DM|EI,4,1,1,1,1,1,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
28,Administrator->Redemption statistics screen->Query Transaction Log and Partner Info->Temporary storage,EI,CTRL|DM|EI,4,1,1,1,1,1,View redemption statistics for partner storyboard,View redemption statistics for partner storyboard
29,Administrator->Billstatus page->Display search result->Search->Partner data,EI,CTRL|DM|EI,5,1,2,1,1,1,Billstatus page,View Partner Billing status storyboard
30,Administrator->Billstatus page->Display search result->Search->Display search result->Search result page,EQ,CTRL|INT,6,2,3,0,1,3,Billstatus page,View Partner Billing status storyboard
31,Administrator->Page of Partner Account can be suspended->Suspend a partner account->Suspend succeed page,EQ,CTRL|INT,4,2,1,0,1,3,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard
32,Administrator->Page of Partner Account can be suspended->Suspend a partner account->Suspend failed page,EQ,CTRL|INT,4,2,1,0,1,3,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard
33,Display partner account with errors->Page of Partner Account can be suspended->Suspend a partner account->Suspend succeed page,FUNC_NA,TRAN_NA,4,2,2,0,0,3,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard
34,Display partner account with errors->Page of Partner Account can be suspended->Suspend a partner account->Suspend failed page,FUNC_NA,TRAN_NA,4,2,2,0,0,3,Suspend Partner Account Storyboard,Suspend Partner Account Storyboard
35,Administrator->Suspended Partners List->Reactive Partner->Partner data->Reactive failure,FUNC_NA,TRAN_NA,5,2,1,1,1,3,Reactive Partner Account,Reactive Partner Account
36,Administrator->Suspended Partners List->Reactive Partner->Partner data->Display search result->Reactive success,FUNC_NA,CTRL|DM|EQ|INT,6,2,2,1,1,3,Reactive Partner Account,Reactive Partner Account
37,Administrator->Partner Biling Status Page->display partner list->Partner List,EQ,CTRL|INT,4,2,1,0,1,3,Delete Partner Account,Delete Partner Account
38,Administrator->Partner Biling Status Page->Display delete confirmation page->Delete confirmation page,EQ,CTRL|INT,4,2,1,0,1,3,Delete Partner Account,Delete Partner Account
39,Administrator->Partner Biling Status Page->Display delete confirmation page->Display popup error message->Partner,FUNC_NA,CTRL|EXTIVK,5,1,2,0,2,1,Delete Partner Account,Delete Partner Account
40,Administrator->Partner Biling Status Page->Display delete confirmation page->Display popup error message->Error message popup,EQ,CTRL|INT,5,2,2,0,1,3,Delete Partner Account,Delete Partner Account
41,Administrator->Partner Biling Status Page->Display partner biling status page->Partner Info,EI,CTRL|DM|EI,4,1,1,1,1,1,Delete Partner Account,Delete Partner Account
42,Administrator->Partner Biling Status Page->Display partner biling status page->Delete confirmation page,EQ,CTRL|INT,4,2,1,0,1,3,Delete Partner Account,Delete Partner Account
43,Suspend Account->Partner Biling Status Page->display partner list->Partner List,FUNC_NA,TRAN_NA,4,2,2,0,0,3,Delete Partner Account,Delete Partner Account
44,Suspend Account->Partner Biling Status Page->Display delete confirmation page->Delete confirmation page,FUNC_NA,TRAN_NA,4,2,2,0,0,3,Delete Partner Account,Delete Partner Account
45,Suspend Account->Partner Biling Status Page->Display delete confirmation page->Display popup error message->Partner,FUNC_NA,TRAN_NA,5,1,3,0,1,1,Delete Partner Account,Delete Partner Account
46,Suspend Account->Partner Biling Status Page->Display delete confirmation page->Display popup error message->Error message popup,FUNC_NA,TRAN_NA,5,2,3,0,0,3,Delete Partner Account,Delete Partner Account
47,Suspend Account->Partner Biling Status Page->Display partner biling status page->Partner Info,FUNC_NA,TRAN_NA,4,1,2,1,0,1,Delete Partner Account,Delete Partner Account
48,Suspend Account->Partner Biling Status Page->Display partner biling status page->Delete confirmation page,FUNC_NA,TRAN_NA,4,2,2,0,0,3,Delete Partner Account,Delete Partner Account
49,Administrator->Transaction Log Page->Display transactions->Display pritner failure message->System message page,EQ,CTRL|INT,5,2,2,0,1,3,View Transaction Log,View Transaction Log
50,Administrator->Transaction Log Page->Display transactions->Retrieve transactions->Transaction DB,EI,CTRL|DM|EI,5,1,2,1,1,1,View Transaction Log,View Transaction Log
51,Administrator->Transaction Log Page->Display transactions->Direct to modify->Transaction DB,EI,CTRL|DM|EI,5,1,2,1,1,1,View Transaction Log,View Transaction Log
52,Administrator->Transaction Log Page->Display transactions->Direct to modify->Dispute Redemption Page,EQ,CTRL|INT,5,2,2,0,1,3,View Transaction Log,View Transaction Log
53,Administrator->Transaction Log Page->Display transactions->Retrieve selected transactions->Transaction DB,EI,CTRL|DM|EI,5,1,2,1,1,1,View Transaction Log,View Transaction Log
54,Administrator->Transaction Log Page->Display transactions->Display no transactions message->System message page,EQ,CTRL|INT,5,2,2,0,1,3,View Transaction Log,View Transaction Log
55,Administrator->Transaction Log Page->Display transactions->Retrieve and print->Transaction DB,EI,CTRL|DM|EI,5,1,2,1,1,1,View Transaction Log,View Transaction Log
56,Administrator->Transaction Log Page->Display transactions->Display connection error message->System message page,EQ,CTRL|INT,5,2,2,0,1,3,View Transaction Log,View Transaction Log
57,Administrator->Transaction Log Page->Display connection error message->System message page,EQ,CTRL|INT,4,2,1,0,1,3,View Transaction Log,View Transaction Log
58,Administrator->Admin Login Page->Display Invalid Username Password Message->Validate user->Partner Info->display partner list->Admin home page,FUNC_NA,CTRL|DM|EQ|INT,7,2,3,1,1,3,Admin Login,Admin Login
59,Administrator->Admin Login Page->Display Invalid Username Password Message->Validate user->Display Home Page->Admin home page,EQ,CTRL|INT,6,2,3,0,1,3,Admin Login,Admin Login
60,Administrator->Admin Login Page->Display Password Reset Page->Admin password reset page,EQ,CTRL|INT,4,2,1,0,1,3,Admin Login,Admin Login
61,Administrator->Admin Login Page->Enter username and password->Validate user->Partner Info->display partner list->Admin home page,FUNC_NA,CTRL|DM|EQ|INT,7,2,3,1,1,3,Admin Login,Admin Login
62,Administrator->Admin Login Page->Enter username and password->Validate user->Display Home Page->Admin home page,EQ,CTRL|INT,6,2,3,0,1,3,Admin Login,Admin Login
63,Administrator->Admin Login Page->Display locked account message,FUNC_NA,TRAN_NA,3,1,1,0,1,1,Admin Login,Admin Login
64,Display login page->Admin Login Page->Display Invalid Username Password Message->Validate user->Partner Info->display partner list->Admin home page,FUNC_NA,TRAN_NA,7,2,4,1,0,3,Admin Login,Admin Login
65,Display login page->Admin Login Page->Display Invalid Username Password Message->Validate user->Display Home Page->Admin home page,FUNC_NA,TRAN_NA,6,2,4,0,0,3,Admin Login,Admin Login
66,Display login page->Admin Login Page->Display Password Reset Page->Admin password reset page,FUNC_NA,TRAN_NA,4,2,2,0,0,3,Admin Login,Admin Login
67,Display login page->Admin Login Page->Enter username and password->Validate user->Partner Info->display partner list->Admin home page,FUNC_NA,TRAN_NA,7,2,4,1,0,3,Admin Login,Admin Login
68,Display login page->Admin Login Page->Enter username and password->Validate user->Display Home Page->Admin home page,FUNC_NA,TRAN_NA,6,2,4,0,0,3,Admin Login,Admin Login
69,Display login page->Admin Login Page->Display locked account message,FUNC_NA,TRAN_NA,3,1,2,0,0,1,Admin Login,Admin Login
70,Administrator->Dispute Redemption Page->Selects Dispute->FetchDisputeController->ErrorController->Display Error Page,EQ,CTRL|INT,6,2,3,0,1,3,Resolve Dispute,Resolve Dispute
71,Administrator->Dispute Redemption Page->Selects Dispute->FetchDisputeController->Resolve Dispute page,EQ,CTRL|INT,5,2,2,0,1,3,Resolve Dispute,Resolve Dispute
72,Administrator->Dispute Redemption Page->Selects Dispute->FetchDisputeController->Dispute,EI,CTRL|DM|EI,5,1,2,1,1,1,Resolve Dispute,Resolve Dispute
73,Administrator->Resolve Dispute page->View Partneer Billing Status,FUNC_NA,TRAN_NA,3,1,1,0,1,1,Resolve Dispute,Resolve Dispute
74,Administrator->Resolve Dispute page->ApproveDisputeController->Dispute,EI,CTRL|DM|EI,4,1,1,1,1,1,Resolve Dispute,Resolve Dispute
75,Administrator->Resolve Dispute page->ApproveDisputeController->Display Success Page,EQ,CTRL|INT,4,2,1,0,1,3,Resolve Dispute,Resolve Dispute
76,Administrator->Resolve Dispute page->ApproveDisputeController->Bills,EI,CTRL|DM|EI,4,1,1,1,1,1,Resolve Dispute,Resolve Dispute
77,Administrator->Resolve Dispute page->ApproveDisputeController->EmailNotificationController->Partner,EI,CTRL|DM|EI,5,1,2,1,1,1,Resolve Dispute,Resolve Dispute
78,Administrator->Resolve Dispute page->View Redemption Statistics for Partner,FUNC_NA,TRAN_NA,3,1,1,0,1,1,Resolve Dispute,Resolve Dispute
79,Employee->Coupon Notification Popup Window->Redeem,FUNC_NA,TRAN_NA,3,1,1,0,1,1,Receive Coupon,Receive Coupon - Android
80,Employee->Coupon Notification Popup Window->Save it later->Local coupon database,EI,CTRL|DM|EI,4,1,1,1,1,1,Receive Coupon,Receive Coupon - Android
81,Employee->Coupon Notification Popup Window->Cancel,FUNC_NA,TRAN_NA,3,1,1,0,1,1,Receive Coupon,Receive Coupon - Android
82,Employee->Check GPS->Geo fence->Coupon Notification Popup Window,FUNC_NA,CTRL|EXTCLL|INT,4,1,2,0,1,1,Receive Coupon,Receive Coupon - Android
83,Employee->Check GPS->GPS not work page,FUNC_NA,CTRL|EXTCLL|INT,3,1,1,0,1,1,Receive Coupon,Receive Coupon - Android
84,Employee->check internet->Coupon Notification Popup Window,FUNC_NA,CTRL|EXTCLL|INT,3,1,1,0,1,1,Receive Coupon,Receive Coupon - Android
85,Employee->check internet->Geo fence->Coupon Notification Popup Window,FUNC_NA,CTRL|EXTCLL|INT,4,1,2,0,1,1,Receive Coupon,Receive Coupon - Android
86,Employee->check internet->Fail to connect internet page,FUNC_NA,CTRL|EXTCLL|INT,3,1,1,0,1,1,Receive Coupon,Receive Coupon - Android
87,Ad server->Coupon Retrieve Page->Retrieve specific partner's coupon information->Server Partner - coupon database,EI,CTRL|DM|EI,4,1,1,1,1,1,Receive Coupon,Receive Coupon - Android
88,Ad server->Coupon Retrieve Page->Retrieve specific partner's coupon information->Coupon Notification Popup Window,EQ,CTRL|INT,4,2,1,0,1,3,Receive Coupon,Receive Coupon - Android
89,User->Coupon receiving page->Choose a category or not->Create a category->Category list,EQ,CTRL|INT,5,2,2,0,1,3,Save it for later,Save it for later
90,User->Coupon receiving page->Choose a category or not->Category list,EQ,CTRL|INT,4,2,1,0,1,3,Save it for later,Save it for later
91,User->Coupon receiving page->Choose a category or not->Random coupoon pool,EI,CTRL|DM|EI,4,1,1,1,1,1,Save it for later,Save it for later
92,User->Originating page->Get coupons list->Show coupons,EQ,CTRL|INT,4,2,1,0,1,3,View stored coupons,View stored coupons - Android
93,User->Originating page->Get coupons list->Coupons,EI,CTRL|DM|EI,4,1,1,1,1,1,View stored coupons,View stored coupons - Android
94,Dispute->Show details->Redeem coupon,FUNC_NA,TRAN_NA,3,1,1,1,0,1,View stored coupons,View stored coupons - Android
95,Remove coupon->Show details->Redeem coupon,FUNC_NA,TRAN_NA,3,1,2,0,0,1,View stored coupons,View stored coupons - Android
96,User->Admin Login page->Enter Username and password->Redeemed coupon record page,EQ,CTRL|INT,4,2,1,0,1,3,Redeem Coupon,Redeem Coupon - Android
97,User->Login page->Enter Username and password->Redeemed coupon record page,EQ,CTRL|INT,4,2,1,0,1,3,Redeem Coupon,Redeem Coupon - Android
98,User->Redeem Coupon Page->Input Coupon Code ID->Click Redeem Button,EQ,CTRL|INT,4,2,1,0,1,3,Redeem Coupon,Redeem Coupon - Android
99,User->Redeem Coupon Page->Scan QR Code->Click Redeem Button,EQ,CTRL|INT,4,2,1,0,1,3,Redeem Coupon,Redeem Coupon - Android
100,Database->Display redeemed coupon page->Redeemed coupon record page,FUNC_NA,TRAN_NA,3,1,1,1,0,1,Redeem Coupon,Redeem Coupon - Android
101,User->Previous Page->View trip plans->Verify user's session->Login page,EQ,CTRL|INT,5,2,2,0,1,3,Connect to trip plan,Connect to trip plan - Android
102,User->Previous Page->View trip plans->Verify user's session->Collect information->Show trip plans page,EQ,CTRL|INT,6,2,3,0,1,3,Connect to trip plan,Connect to trip plan - Android
103,Trip plans database table->Collect information->Show trip plans page,FUNC_NA,TRAN_NA,3,1,1,1,0,1,Connect to trip plan,Connect to trip plan - Android
104,Traveler->Login main page->Validate/check->Account->Retrieve account info->Start auth session->display->Previous page (any page),FUNC_NA,CTRL|DM|EQ|INT,8,2,4,1,1,9,Login to tripplanner,Login to tripplanner - Android
105,Traveler->Login main page->display->Forget password page,EQ,CTRL|INT,4,2,1,0,1,3,Login to tripplanner,Login to tripplanner - Android
106,Traveler->Login main page->Display->Create account page,EQ,CTRL|INT,4,2,1,0,1,3,Login to tripplanner,Login to tripplanner - Android
107,Traveler->Main page->Display->Login main page,EQ,CTRL|INT,4,2,1,0,1,3,Login to tripplanner,Login to tripplanner - Android
108,Employee->Check GPS->Geo fence->Coupon Notification Popup Window,FUNC_NA,CTRL|EXTCLL|INT,4,1,2,0,1,1,Receive Coupon,Receive Coupon - iOS
109,Employee->Check GPS->GPS not work page,FUNC_NA,CTRL|EXTCLL|INT,3,1,1,0,1,1,Receive Coupon,Receive Coupon - iOS
110,Employee->Coupon Notification Popup Window->Save it later->Local coupon database,EI,CTRL|DM|EI,4,1,1,1,1,1,Receive Coupon,Receive Coupon - iOS
111,Employee->Coupon Notification Popup Window->Redeem,FUNC_NA,TRAN_NA,3,1,1,0,1,1,Receive Coupon,Receive Coupon - iOS
112,Employee->Coupon Notification Popup Window->Cancel,FUNC_NA,TRAN_NA,3,1,1,0,1,1,Receive Coupon,Receive Coupon - iOS
113,Employee->check internet->Geo fence->Coupon Notification Popup Window,FUNC_NA,CTRL|EXTCLL|INT,4,1,2,0,1,1,Receive Coupon,Receive Coupon - iOS
114,Employee->check internet->Coupon Notification Popup Window,FUNC_NA,CTRL|EXTCLL|INT,3,1,1,0,1,1,Receive Coupon,Receive Coupon - iOS
115,Employee->check internet->Fail to connect internet page,FUNC_NA,CTRL|EXTCLL|INT,3,1,1,0,1,1,Receive Coupon,Receive Coupon - iOS
116,Ad server->Coupon Retrieve Page->Retrieve specific partner's coupon information->Coupon Notification Popup Window,EQ,CTRL|INT,4,2,1,0,1,3,Receive Coupon,Receive Coupon - iOS
117,Ad server->Coupon Retrieve Page->Retrieve specific partner's coupon information->Server Partner - coupon database,EI,CTRL|DM|EI,4,1,1,1,1,1,Receive Coupon,Receive Coupon - iOS
118,User->Previous Page->View trip plans->Verify user's session->Login page,EQ,CTRL|INT,5,2,2,0,1,3,Connect to trip plan,Connect to trip plan - iOS
119,User->Previous Page->View trip plans->Verify user's session->Collect information->Show trip plans page,EQ,CTRL|INT,6,2,3,0,1,3,Connect to trip plan,Connect to trip plan - iOS
120,Trip plans database table->Collect information->Show trip plans page,FUNC_NA,TRAN_NA,3,1,1,1,0,1,Connect to trip plan,Connect to trip plan - iOS
121,users' database table->Verify user's session->Login page,FUNC_NA,TRAN_NA,3,1,1,1,0,1,Connect to trip plan,Connect to trip plan - iOS
122,users' database table->Verify user's session->Collect information->Show trip plans page,FUNC_NA,TRAN_NA,4,1,2,1,0,1,Connect to trip plan,Connect to trip plan - iOS
123,Traveler->Login main page->Validate/check->Account->Retrieve account info->Start auth session->display->Previous page (any page),FUNC_NA,CTRL|DM|EQ|INT,8,2,4,1,1,9,Login to tripplanner,Login to tripplanner - iOS
124,Traveler->Login main page->display->Forget password page,EQ,CTRL|INT,4,2,1,0,1,3,Login to tripplanner,Login to tripplanner - iOS
125,Traveler->Login main page->Display->Create account page,EQ,CTRL|INT,4,2,1,0,1,3,Login to tripplanner,Login to tripplanner - iOS
126,Traveler->Main page->Display->Login main page,EQ,CTRL|INT,4,2,1,0,1,3,Login to tripplanner,Login to tripplanner - iOS
127,User->Login page->Enter Username and password->Redeemed coupon record page,EQ,CTRL|INT,4,2,1,0,1,3,Redeem Coupon,Redeem Coupon - iOS
128,User->Admin Login page->Enter Username and password->Redeemed coupon record page,EQ,CTRL|INT,4,2,1,0,1,3,Redeem Coupon,Redeem Coupon - iOS
129,User->Redeem Coupon Page->Scan QR Code->Click Redeem Button,EQ,CTRL|INT,4,2,1,0,1,3,Redeem Coupon,Redeem Coupon - iOS
130,User->Redeem Coupon Page->Input Coupon Code ID->Click Redeem Button,EQ,CTRL|INT,4,2,1,0,1,3,Redeem Coupon,Redeem Coupon - iOS
131,Database->Display redeemed coupon page->Redeemed coupon record page,FUNC_NA,TRAN_NA,3,1,1,1,0,1,Redeem Coupon,Redeem Coupon - iOS
132,User->Coupon receiving page->Choose a category or not->Category list,EQ,CTRL|INT,4,2,1,0,1,3,Save it for lateer,Save it for lateer
133,User->Coupon receiving page->Choose a category or not->Random coupoon pool,EI,CTRL|DM|EI,4,1,1,1,1,1,Save it for lateer,Save it for lateer
134,User->Coupon receiving page->Choose a category or not->Create a category->Category list,EQ,CTRL|INT,5,2,2,0,1,3,Save it for lateer,Save it for lateer
135,User->Originating page->Get coupons list->Show coupons,EQ,CTRL|INT,4,2,1,0,1,3,View stored coupons,View stored coupons - iOS
136,User->Originating page->Get coupons list->Coupons,EI,CTRL|DM|EI,4,1,1,1,1,1,View stored coupons,View stored coupons - iOS
137,Dispute->Show details->Redeem coupon,FUNC_NA,TRAN_NA,3,1,1,1,0,1,View stored coupons,View stored coupons - iOS
138,Remove coupon->Show details->Redeem coupon,FUNC_NA,TRAN_NA,3,1,2,0,0,1,View stored coupons,View stored coupons - iOS
139,FTSR->Offers Page->Edit Offer->Modify offer page,EQ,CTRL|INT,4,2,1,0,1,3,Modify Offer,Modify Offer
140,User->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Email user reset password confirmation email,FUNC_NA,TRAN_NA,7,1,4,1,1,1,Partner Login,Partner Login
141,User->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Display error message,FUNC_NA,TRAN_NA,7,1,4,1,1,1,Partner Login,Partner Login
142,User->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Partner Portal,FUNC_NA,CTRL|DM|EQ|INT,7,2,3,1,1,3,Partner Login,Partner Login
143,User->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Email user reset password confirmation email,FUNC_NA,TRAN_NA,7,1,4,1,1,1,Partner Login,Partner Login
144,User->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Display error message,FUNC_NA,TRAN_NA,7,1,4,1,1,1,Partner Login,Partner Login
145,User->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Partner Portal,FUNC_NA,CTRL|DM|EQ|INT,7,2,3,1,1,3,Partner Login,Partner Login
146,Display Partner Login->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Email user reset password confirmation email,FUNC_NA,TRAN_NA,7,1,5,1,0,1,Partner Login,Partner Login
147,Display Partner Login->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Display error message,FUNC_NA,TRAN_NA,7,1,5,1,0,1,Partner Login,Partner Login
148,Display Partner Login->Partner Login->Display reset password dialog->Query database with username and password->System Database->Is a match found?->Partner Portal,FUNC_NA,TRAN_NA,7,2,4,1,0,3,Partner Login,Partner Login
149,Display Partner Login->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Email user reset password confirmation email,FUNC_NA,TRAN_NA,7,1,5,1,0,1,Partner Login,Partner Login
150,Display Partner Login->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Display error message,FUNC_NA,TRAN_NA,7,1,5,1,0,1,Partner Login,Partner Login
151,Display Partner Login->Partner Login->Enter username and password->Query database with username and password->System Database->Is a match found?->Partner Portal,FUNC_NA,TRAN_NA,7,2,4,1,0,3,Partner Login,Partner Login
152,Business Parter->Buy Subscription Page(1)->Display Subscription Page(2)->Buy Subscription Page(1),EQ,CTRL|INT,4,2,1,0,1,3,Buy Partner Subscription,Buy Partner Subscription
153,Business Parter->Buy Subscription Page(1)->Display Subscription Comfirmation Page->Buy Subscription Comfirmation Page,EQ,CTRL|INT,4,2,1,0,1,3,Buy Partner Subscription,Buy Partner Subscription
154,Business Parter->Buy Success Page->Display Home Page(Designed by other part),FUNC_NA,TRAN_NA,3,1,1,0,1,1,Buy Partner Subscription,Buy Partner Subscription
155,Business Parter->Buy Subscription Comfirmation Page->Marked as Subscirpted->Subscription->Display Buy My Subscription Success Page->Buy Success Page,FUNC_NA,CTRL|DM|EQ|INT,6,2,2,1,1,3,Buy Partner Subscription,Buy Partner Subscription
156,FTSR->offer details->Check validate->Display modify error,FUNC_NA,TRAN_NA,4,1,2,0,1,1,Publish Offer,Publish Offer
157,FTSR->offer details->Check validate->Publish offer,FUNC_NA,TRAN_NA,4,1,2,0,1,1,Publish Offer,Publish Offer
158,FTSR->offers pages->Display offer->offer details,EQ,CTRL|INT,4,2,1,0,1,3,Publish Offer,Publish Offer
159,FTSR->offers pages->Display offer->Retrieve offers->Dispaly Error Msg,FUNC_NA,TRAN_NA,5,1,3,0,1,1,Publish Offer,Publish Offer
160,Offers->Retrieve offers->Dispaly Error Msg,FUNC_NA,TRAN_NA,3,0,2,1,0,1,Publish Offer,Publish Offer
161,Auto publish reschedule->offer details->Check validate->Display modify error,FUNC_NA,TRAN_NA,4,1,3,0,0,1,Publish Offer,Publish Offer
162,Auto publish reschedule->offer details->Check validate->Publish offer,FUNC_NA,TRAN_NA,4,1,3,0,0,1,Publish Offer,Publish Offer
163,Test Coupon->Generate Test Coupon->Partner's Mobile->Open Coupon Page,FUNC_NA,TRAN_NA,4,0,2,2,0,1,Test Coupon,Test Coupon
164,FT->Coupon Page->Redeem Coupon->Coupon Database,EI,CTRL|DM|EI,4,1,1,1,1,1,Test Coupon,Test Coupon
165,FT->Coupon Page->Save coupon for later->Partner's Mobile->Open Coupon Page,FUNC_NA,TRAN_NA,5,1,2,1,1,1,Test Coupon,Test Coupon
166,FT->Coupon Redeemed->Coupon Validator->Coupon Database,EI,CTRL|DM|EI,4,1,1,1,1,1,Test Coupon,Test Coupon
167,FT->Coupon Invalid->Coupon Validator->Coupon Database,EI,CTRL|DM|EI,4,1,1,1,1,1,Test Coupon,Test Coupon
168,Business Partner->Cancel Subscription Comfirmation Page->Marked as Canceled->Subscription,EI,CTRL|DM|EI,4,1,1,1,1,1,Cancel Partner Subscription,Cancel Partner Subscription
169,Business Partner->Cancel Subscription Comfirmation Page->Marked as Canceled->Display Success Page->Cancel Subscription Success Page,EQ,CTRL|INT,5,2,2,0,1,3,Cancel Partner Subscription,Cancel Partner Subscription
