id,transaction,useCase,transactional,TL, DETs, TD, TC, Arch_Diff
1,stl#User:Select attendance and semester->User:Select attendance and semester->Select attendance and semester:Show user->Show user:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,TRAN_NA,6,2,13.8,5,82.80000000000001
2,stl#User:Select attendance and semester->User:Select attendance and semester->Select attendance and semester:Show user->Show user:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,TRAN_NA,6,2,15.8,5,94.80000000000001
3,stl#User:Select attendance and semester->User:Select attendance and semester->Select attendance and semester:Show user->Show user:Display user information->Display user information:Homepage,input student's performance,TRAN_NA,5,2,12,4,60
4,stl#User:Select attendance and semester->User:Select attendance and semester->Select attendance and semester:Show user->Show user:Display user information->Display user information:Database,input student's performance,TRAN_NA,5,1,14.5,4,72.5
5,stl#User:input user imformation->User:input user imformation->input user imformation:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,TRAN_NA,5,1,12,4,60
6,stl#User:input user imformation->User:input user imformation->input user imformation:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,TRAN_NA,5,1,14.5,4,72.5
7,stl#User:input user imformation->User:input user imformation->input user imformation:Display user information->Display user information:Homepage,input student's performance,CTRL,4,1,9,3,36
8,stl#User:input user imformation->User:input user imformation->input user imformation:Display user information->Display user information:Database,input student's performance,CTRL;EXTCLL;DM;EI,4,0,12.333333333333334,3,49.333333333333336
9,stl#User:Input user information page->User:Input user information page->Input user information page:Show options->Show options:Show user->Show user:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,TRAN_NA,7,3,9.333333333333334,6,65.33333333333334
10,stl#User:Input user information page->User:Input user information page->Input user information page:Show options->Show options:Show user->Show user:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,TRAN_NA,7,3,11,6,77
11,stl#User:Input user information page->User:Input user information page->Input user information page:Show options->Show options:Show user->Show user:Display user information->Display user information:Homepage,input student's performance,CTRL,6,3,7,5,42
12,stl#User:Input user information page->User:Input user information page->Input user information page:Show options->Show options:Show user->Show user:Display user information->Display user information:Database,input student's performance,CTRL;EXTCLL;DM;EI,6,2,9,5,54
13,stl#User:Input user information page->User:Input user information page->Input user information page:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,TRAN_NA,5,1,12,4,60
14,stl#User:Input user information page->User:Input user information page->Input user information page:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,TRAN_NA,5,1,14.5,4,72.5
15,stl#User:Input user information page->User:Input user information page->Input user information page:Display user information->Display user information:Homepage,input student's performance,CTRL,4,1,9,3,36
16,stl#User:Input user information page->User:Input user information page->Input user information page:Display user information->Display user information:Database,input student's performance,CTRL;EXTCLL;DM;EI,4,0,12.333333333333334,3,49.333333333333336
17,stl#User:Select class->User:Select class->Select class:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,TRAN_NA,5,2,10.75,4,53.75
18,stl#User:Select class->User:Select class->Select class:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,TRAN_NA,5,2,13.25,4,66.25
19,stl#User:Select class->User:Select class->Select class:Display user information->Display user information:Homepage,input student's performance,CTRL,4,2,7.333333333333333,3,29.333333333333332
20,stl#User:Select class->User:Select class->Select class:Display user information->Display user information:Database,input student's performance,CTRL;EXTCLL;DM;EI,4,1,10.666666666666666,3,42.666666666666664
21,stl#User:Homepage->User:Homepage,input student's performance,CTRL,2,0,11,1,22
22,stl#User:Select attendance and semester->User:Select attendance and semester->Select attendance and semester:Show user->Show user:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,TRAN_NA,6,2,13.8,5,82.80000000000001
23,stl#User:Select attendance and semester->User:Select attendance and semester->Select attendance and semester:Show user->Show user:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,TRAN_NA,6,2,15.8,5,94.80000000000001
24,stl#User:Select attendance and semester->User:Select attendance and semester->Select attendance and semester:Show user->Show user:Display user information->Display user information:Homepage,input student's performance,TRAN_NA,5,2,12,4,60
