id,element,useCase,type,component
1,User:Input users information,input student's performance,control,User Info Input Page
2,User:input user imformation,input student's performance,control,User Info Input Page
3,User:select class,input student's performance,control,Class1
4,User:Select attendance and semester,input student's performance,entity,Cass Attendance Info
5,User:Homepage,input student's performance,control,Send Messagepage
6,User:Select class,input student's performance,control,Class1
7,User:Input user information page,input student's performance,control,User Info Input Page
8,User:input user imformation,input student's performance,control,User Info Input Page
9,User:Select attendance and semester,input student's performance,entity,Cass Attendance Info
10,Display user information:Database,input student's performance,entity,Cass Attendance Info
11,Save changes in database:Database,input student's performance,entity,Cass Attendance Info
12,Display user information:Homepage,input student's performance,control,Send Messagepage
13,Display user information:Save changes in database,input student's performance,entity,Cass Attendance Info
14,Input users information:Display user information,input student's performance,control,User Info Management Page
15,Input user information page:Display user information,input student's performance,control,User Info Management Page
16,input user imformation:Display user information,input student's performance,control,User Info Management Page
17,Select class:Display user information,input student's performance,control,User Info Management Page
18,input user imformation:Display user information,input student's performance,control,User Info Management Page
19,select class:Display user information,input student's performance,control,User Info Management Page
20,Show user:Display user information,input student's performance,control,User Info Management Page
21,Save changes in database:Homepage,input student's performance,control,Send Messagepage
22,Input user information page:Show options,input student's performance,control,Notification message
23,Input users information:Save changes in database,input student's performance,entity,Cass Attendance Info
24,input user imformation:Save changes in database,input student's performance,entity,Cass Attendance Info
25,Select attendance and semester:Show user,input student's performance,control,User Info Input Page
26,Select attendance and semester:Show user,input student's performance,control,User Info Input Page
27,Show options:Show user,input student's performance,control,User Info Input Page
28,stl#User:Input users information,input student's performance,Stimulus,undefined
29,stl#User:input user imformation,input student's performance,Stimulus,undefined
30,stl#User:select class,input student's performance,Stimulus,undefined
31,stl#User:Select attendance and semester,input student's performance,Stimulus,undefined
32,stl#User:Homepage,input student's performance,Stimulus,undefined
33,stl#User:Select class,input student's performance,Stimulus,undefined
34,stl#User:Input user information page,input student's performance,Stimulus,undefined
35,stl#User:input user imformation,input student's performance,Stimulus,undefined
36,stl#User:Select attendance and semester,input student's performance,Stimulus,undefined
