id,element,useCase,type,component
1,Admin:delete course button,Delete course,control,Course
2,Admin:delete success message,Delete course,boundary,Dashboard process request page
3,Admin:Delete confirmation dialog,Delete course,control,Course attendeee profile page
4,send email to attendees:Email protocol,Delete course,control,Trainer profile page
5,Delete confirmation dialog:delete course,Delete course,control,Course
6,show delete confirmation box:Delete confirmation dialog,Delete course,control,Course attendeee profile page
7,delete course:course,Delete course,control,Course
8,delete course:send email to attendees,Delete course,control,Course attendeee profile page
9,delete course button:show delete confirmation box,Delete course,control,Course attendeee profile page
10,send email to attendees:delete success message,Delete course,boundary,Dashboard process request page
11,stl#Admin:delete course button,Delete course,Stimulus,undefined
12,stl#Admin:delete success message,Delete course,Stimulus,undefined
13,stl#Admin:Delete confirmation dialog,Delete course,Stimulus,undefined
