id,element,useCase,type,component
1,Actor:my photos screen,View photos on device,boundary,SignupScreen
2,Actor:camera roll,View photos on device,boundary,cameraroll
3,Actor:upload choice,View photos on device,boundary,myupload
4,Actor:view photo,View photos on device,boundary,photolist
5,Can't access local photos:my photos screen,View photos on device,boundary,SignupScreen
6,local photos:Can't access local photos,View photos on device,boundary,photolist
7,camera roll:choose a photo,View photos on device,boundary,photolist
8,get photos successfully:camera roll,View photos on device,boundary,cameraroll
9,User:camera roll,View photos on device,boundary,cameraroll
10,choose a photo:view photo,View photos on device,boundary,photolist
11,local photos:get photos successfully,View photos on device,boundary,photolist
12,process request:local photos,View photos on device,boundary,photolist
13,my photos screen:process request,View photos on device,control,Result
14,upload:upload choice,View photos on device,boundary,myupload
15,view photo:upload,View photos on device,boundary,myupload
16,User:upload choice,View photos on device,boundary,myupload
17,User:view photo,View photos on device,boundary,photolist
18,stl#Actor:my photos screen,View photos on device,Stimulus,undefined
19,stl#Actor:camera roll,View photos on device,Stimulus,undefined
20,stl#Actor:upload choice,View photos on device,Stimulus,undefined
21,stl#Actor:view photo,View photos on device,Stimulus,undefined
22,stl#User:camera roll,View photos on device,Stimulus,undefined
23,stl#User:upload choice,View photos on device,Stimulus,undefined
24,stl#User:view photo,View photos on device,Stimulus,undefined
