id,element,useCase,type,component
1,administrator:out of available storage error,save/load a survey,control,answerstorage
2,administrator:error message for over 500 characters,save/load a survey,control,answerstorage
3,administrator:save button,save/load a survey,boundary,quitwithoutsavingbutton
4,administrator:insert success,save/load a survey,boundary,successmessage
5,insert the comment:comment,save/load a survey,control,comment
6,insert the comment:error message for over 500 characters,save/load a survey,control,answerstorage
7,insert the comment:insert success,save/load a survey,boundary,successmessage
8,out of available storage error:insert the comment,save/load a survey,control,comment
9,save to temporary file:out of available storage error,save/load a survey,control,answerstorage
10,save button:save to temporary file,save/load a survey,control,answerstorage
11,save to temporary file:tempoarary file,save/load a survey,entity,mapofselectedpaths
12,stl#administrator:out of available storage error,save/load a survey,Stimulus,undefined
13,stl#administrator:error message for over 500 characters,save/load a survey,Stimulus,undefined
14,stl#administrator:save button,save/load a survey,Stimulus,undefined
15,stl#administrator:insert success,save/load a survey,Stimulus,undefined
